daughter	day
anomalous	anomaloso
business establishment	balay patigayon
entertainment	balay kalingawan
lively	piskay
allowance	alawans
setting	talisawop
set	sawop
foggy	gabonon
happy	lipay
sakyanan	pribadong sakyanan
economical	ekonomikanhon
summary	salbids
raffle	rapol
depressed	minghoy
retarded	kulungo
tinkle	lagingling
regret	walay apan sa sinugdanan
do	ayaw adto og gubat kon wala kay bala
the apple does not fall far from the tree	walay man kardaba mamunga og tundan
forgetful	ang kalimot walay gahom
dili na nimo mabalik ang baha sa bukid	dili na mabalik ang baha paingon sa bukid
everything	bisan ang uwan naay paglurang
you can lead a horse to water, but you can't make it drink	madala nimo ang baka sa suba apan dili nimo mainom
regret	walay mahay nga gauna
blowhard	basa og tai
truth will out	walay aso makumkom
put one's house in order	unaha usa og silhig ang imong tugkaran, ayha manghinlo sa uban
walk the talk	buhat ang pasulti-on dili sulti ang pabuhaton
dili na mabalik ang baha paingon sa bukid	dili na nimo mabalik ang baha sa bukid
everything	dili tanang butang sili nga mohalang dayon
there's a rotten apple in every barrel	sa usa ka bulig naa gayod usa ka buang
puke one's guts out	mobali ang tinai
uncountable	dili maihap sa tudlo
we all make mistakes	bisan ang kabaw nga naay upat ka tiil masipyat
dead as a doornail	buhi pay ginamos
no-show	gi-indian
virus	bayrus
nobody's perfect	Way tawo nga humot og tae
doorway	pulta
close	tiklop
capital city	Sorsogon City
capital city	Masbate City
Masbate	Ticao
ignorant	tagaw
merry Christmas	malipayong pasko
wrestle	dumog
weak	maluya
on the run	nisalom sa itom nga aso
throw for a loop	nahayang sa duyan
dodge a bullet	nakalikay sa bagyo
pop the cherry	buak ang pakwan
dressing-down	gibinaboy og kasaba
wasted	higda sa lubi
fingers crossed	pilay palad sa unggoy
respond	balos
relapse	bughat
sometimes	usahay
misfit	karaang bugoy
ghetto	Pari-an
quiet	mahilom
anniversary	anibersaryo
peep	sil-ip
necktie	korbata
coronavirus	kobid
COVID-19	kobidonon
boodle fight	bodol payt
boodle fight	bodol
fight	payt
put	tipon
foul	bang-og
numb	banhod
loincloth	basahan
requirement	rekisitos
centenary	sentenaryo
ceremony	seremonya
rhythm	kumpas
cowardice	katalawan
cashier	kahero
wrong	sayop
shaky	huyang
anger	kasuko
edition	edisyon
philosophy	pilosopiya
favorite	paborito
importance	importansya
chemical	kemikal
broken	buluak
make the most of	pahimudsa ang panahon
surname	Sancianco
suspicion	maduha-duhaon
gasoline	gasol
cross	kulugpos
poke	dughit
rotten	dugta
pound	hashas
smooth	hamloy
misuse	kayunda
lean	hatay
board	lulan
middle-aged	hamtong
imnonon	imnon
beverage	imnonon
drink	imnan
drinking	imnanan
drinking	ilimnan
fond	hinginom
niinom	moinom
wanting	kakaonon
wanting	kakan-onon
place	kalan-an
strategy	estratehiya
sa	lumos sa sabaw
smell	baho'
bilat	bilatnanay
Davao	ihag
gamhanan	gamhanang bayani
paper	buyang
slang	stalem
flip flop	suwalo
pizzeria	pitsaanan
filling station	tubilanan
apas	apas-sumpay
film	tapos-dayon
immediately	dayon
seat	linkoranan
idiomatic	utangon sa hari
winter	tingtugnaw
good	maayohon
heir	manununod
Filipino	sinuglaw
bracelet	brislit
idea	hunahuna
executive	labaw
dialect	sinultihan
scrape	kagis
assistant	kabulig
solve	sulbaron
spatter	pisikpisik
bear	antos
sign	tima-ilhan
mark	timan-an
system	pamaagi
trap	lit-ag
weave	hablon
known	giila
pounding	asod
push	duso
potential	potensyal
profession	propesyon
formal	tanol
navy	panakayang igugubat
general	baganbagani
library	pamasahonan
post office	pahatanan
vagina	tsibay
Chinese	wakanga
Chinese	Insik wakang, kaon, kalibang
dated	alimgas
civil war	gubat patani
level	lantag
parliament	kagula
motherfucker	bilat ina mo
