father	اب
ZWNJ	مین‌روب
Helmand	هلمند
Ghazni	غزنی
Tocharian	تخار
Baghlan	بغلان
reflection	غور
Iran	زابل
Panjshir	پنجشیر
Sydney	سیدنی
new	جدید
Taliban	طالبان
millet	الم
berry	گیله
پلو	پلوپز
secure	امن
middle	وسط
impure	ناپاز
ford	فرناد
unemployed	بیکار
Father Christmas	بابا نوئل
union	اتحاد
اتحاد	اتحاد شوروی
disobedient	توسن
pannier	لوده
beautify	برازیدن
rate	نرخ
interest rate	نرخ بهره
exchange rate	نرخ ارز
Golshifteh	گلشیفته
aluminium	آلومینیوم
ZWNJ	باستان‌شناسی
archaeologist	باستان‌شناس
ZWNJ	شیمی هسته‌ای
ZWNJ	فیزیک هسته‌ای
ZWNJ	رآکتور هسته‌ای
ZWNJ	سلاح هسته‌ای
جنگ‌افزار	جنگ‌افزار هسته‌ای
ZWNJ	گداخت هسته‌ای
activist	کنشگر
activism	کنشگری
midwifery	مامایی
ام	ام‌آرآی
prevention	جلوگیری
mallow	پنیرک
adolescent	نوجوان
pregnancy test	تست بارداری
enamor	آلفتن
test	تست
ZWNJ	صندوق بین‌المللی پول
exit	خروج
emergency exit	خروج اضطراری
American football	فوتبال آمریکایی
fungal	قارچی
gross domestic product	تولید ناخالص داخلی
domestic	داخلی
gross national product	تولید ناخالص ملی
مارچ	مارچ
wreath	بساک
جنوری	جنوری
فبروری	فبروری
سپتمبر	سپتمبر
نومبر	نومبر
cheetah	یوز
railway station	ایستگاه قطار
بوتل	بوتل
بوتل	بطری
ممنوعیت	ممنوعیت
ایالات	ایالات متحده
habitat	زیستگاه
treason	خیانت
ZWNJ	خیانت‌کار
childbirth	زایمان
sacrifice	قربانی
caricaturist	کاریکاتوریست
آر	آرپی‌جی
editor	سردبیر
solidarity	همبستگی
ZWNJ	بمب آتش‌زا
ZWNJ	آتش‌زا
ZWNJ	نقاب‌دار
Kalashnikov	کلاشینکف
shot	شلیک
shoot	شلیک کردن
apparently	ظاهرا
cat	پشک
asbestos	آزبست
ZWNJ	سهام‌دار
اقتصاد	اقتصاددان
dividend	سود سهام
chlorine	کلر
Eurozone	منطقه یورو
European Central Bank	بانک مرکزی اروپا
central	مرکزی
Athena	آتنا
large	لارژ
Ishmael	اسماعیل
استان آذربایجان شرقی	آذربایجان شرقی
استان آذربایجان غربی	آذربایجان غربی
rusk	سوخاری
card	بخیدن
December	دسمبر
card	واخیدن
scathe	شخودن
pond	ژی
sausage	نکانک
sausage	لکانه
sausage	زویج
brother-in-law	هیور
colonization	استعمار
supplication	التماس
presence	حضور
second	دوم
decadence	زوال
designer	طراح
subject	مطلب
flame	علو
gambling	قمار
axis	محور
Golgi apparatus	جسم گلژی
Golgi apparatus	دستگاه گلژی
acquiring	ورزه
ZWNJ	برای این‌که
quarter	ربع
fashion	مد
depth	عمق
wild rue	سپند
side	طرف
especially	خصوصا
predicative	خبری
gain	نفع
sexual	حشر
appropriate	مناسب
right	صحیح
beloved	محبوب
lemma	مدخل
Armenian cucumber	کمبیزه
pupil	میلاو
responsible	مسئول
jewel case	درج
beseech	التماس کردن
beard	بلمه
porcupine	سگرنه
lock	کاکل
ISIL	داعشی
Alamut	الموتی
hour	تسو
bee	منج
ashen	خشین
bow	درونه
captain	سرهنگ
mint	پودنه
astonishment	تعجب
rope ladder	لاتو
spit	بلسک
club	گوپال
set	نشلیدن
result	منجر شدن
title	لقب
mung bean	ماش
side	سمت
mallet	کدین
sledgehammer	پتک
sledgehammer	پلوک
lock	لاخ
spoiled	لوس
halo	شایورد
postrider	اسکدار
Burma	برمه
quick	چست
wither	پخسیدن
dance	فرخسیدن
mind	عقل
epaulette	پاگون
dusk	دخش
splinter	شکاله
earthenware	سفال
slovenly	لچر
upset	دژمان
vagrant	سلندر
ermine	قاقم
marten	خز
walnut	جوز
plate	بشقاب
mule	قاطر
raven	غلیواج
kite	خات
talebearer	سپزگ
cash	نقد
money changer	صراف
shell	صدف
fence	حصار
room	گریچه
beaver	بیدستر
meetup	گردهمایی
seek	پالیدن
witchcraft	کید
fawn	گودر
syncope	سنکوپ
hajj	حاج
auger	پرمه
tassel	منگوله
sickle	منگال
hatred	زیغ
Parnia	پرنیا
monkey	سنبالو
sable	سمور
rabid	هار
chalice	ساتگینی
strut	گرازیدن
threat	زلیفن
lineage	تبار
ebony	آبنوس
ZWNJ	ته‌چین
Laos	لائوس
jar	بستو
bold	جسور
geomancer	رمال
mud	لجن
trigonometry	مثلثات
impossible	محال
help	مدد
tunnel	نقب
story	سمر
arranged	مرتب
dominant	غالب
dampness	زغار
roar	ژغار
determination	عزم
drinking	بگماز
camp	اردوگاه
mortal	مرگبار
ceremony	مراسم
flowering	گلدار
Barack	باراک
mask	ماسک
niqab	روبنده
Twitter	توییتر
anti-tank	ضد تانک
anti-freeze	ضد یخ
terrorism	تروریسم
reason	دلیل
arrest	دستگیری
ZWNJ	اژه‌ای
certainly	حتما
drought	خشکسالی
famine	قحطی
lucky	فرخنده
White House	کاخ سفید
attack	یورش
event	واقعه
crisis	بحران
convention	مجمع
مجمع	مجمع عمومی سازمان ملل متحد
kangaroo	کانگورو
humility	تواضع
humble	متواضع
coagulation	انعقاد
envious	حسود
misdeed	خلاف
loss	خسران
crossing	عبور
Obama	اوباما
surgery	جراحی
tumour	تومور
ZWNJ	تخمدان
strike	اعتصاب
English Channel	کانال مانش
ZWNJ	خوش‌خیم
malignant	بدخیم
memory	ویر
space station	ایستگاه فضایی
underground station	ایستگاه مترو
یاد	یاد دادن
maple	کرب
destruction	تلف
aggression	تجاوز
service	خدمت
pheasant	تذرو
radish	ترب
term	ترم
sharbat	شربت
compassion	شفقت
fame	شهرت
occupation	تصرف
industry	صنعت
chastity	عفت
foreigner	غربت
thread	فرت
sacredness	تقدس
ancientness	قدمت
Malta	مالت
time	مدت
hate	تنفر
attention	توجه
amadou	خف
uncrowded	خلوت
northern lapwing	ربوت
senior	ارشد
ozone	ازن
tribute	ساو
healthiness	صحت
often	اغلب
Egyptian	رع
tribute	فی
ZWNJ	فیل‌مرغ
jug	پارچ
illustrated	مصور
cheetah	یوزپلنگ
ninth	نهم
adolescent	برنا
shabby	ژنده
reed	غرو
exaggeration	غلو
down	فرو
military	قوا
ZWNJ	خط‌کش
concrete	بتن
earnest	اربون
glittering	لپان
gleaming	لیان
ash tree	زبان گنجشک
veto	وتو
ZWNJ	نسل‌کشی
anniversary	سالگرد
everyday	روزمره
hammer and sickle	داس و چکش
People's Republic of China	جمهوری خلق چین
Buckingham Palace	کاخ باکینگهام
loan	وام
وام	وام‌دهنده
octopus	اختاپوس
Uthman	عثمان
Abu Bakr	ابوبکر
octopus	هشت‌پا
starfish	ستاره دریایی
plankton	پلانکتون
asylum	پناهندگی
political asylum	پناهندگی سیاسی
learning	یادگیری
doctor	داکتر
theology	الهیات
Persepolis	تخت جمشید
graffiti	گرافیتی
Sweden	سویدن
modern	مدرن
tunnel	تونل
submarine	زیردریایی
burial	تدفین
Araghchi	عراقچی
humanitarian	بشردوستانه
compound	فعل مرکب
Federica	فدریکا
Eid al-Fitr	عید فطر
uranium	اورانیوم
natural	طبیعی
Netanyahu	نتانیاهو
ZWNJ	قدرت هسته‌ای
smuggler	قاچاقچی
آب‌ها	آب‌های بین‌المللی
کار	کار، کار انگلیسی‌هاست
centrifuge	سانتریفیوژ
contract	قرارداد
helpless	بیچاره
guesthouse	مهمانخانه
experienced	جهاندیده
Hammond	هموند
optional	اختیاری
biped	چهارپا
bipod	دوپا
powerful	توانا
wealthy	دولتمند
cooked	پخته
nonexistent	نابود
meningitis	مننژیت
tetanus	کزاز
allergy	آلرژی
ZWNJ	سیاه‌سرفه
Mojgan	مژگان
major scale	گام ماژور
minor scale	گام مینور
corruption	فساد
arpeggio	آرپژ
rhythm	ریتم
octave	اکتاو
press	فشار
Antichrist	دجال
inspection	بازرسی
ballistic missile	موشک بالیستیک
news agency	خبرگزاری
bilateral	دوجانبه
Pacific Ocean	اقیانوس آرام
Atlantic Ocean	اقیانوس اطلس
Indian Ocean	اقیانوس هند
Arctic Ocean	اقیانوس منجمد شمالی
Southern Ocean	اقیانوس منجمد جنوبی
pound	پوند
lira	لیره
Christmas	نوئل
support	حمایت
Facebook	فیسبوک
sour cherry	آلوبالو
spark	اخگر
spleen	طحال
spleen	اسپرز
Shajarian	شجریان
محمد	محمدرضا
flat	بمل
semibreve	نت گرد
minim	نت سفید
crotchet	نت سیاه
quaver	نت چنگ
semiquaver	نت دولا چنگ
bar line	خط میزان
time signature	کسر میزان
fraction	کسر
Hejaz	حجاز
Dead Sea	دریای مرده
Red Sea	دریای سرخ
colonialism	استعمارگری
winner	برنده
critic	منتقد
opera singer	خواننده اپرا
factory	کارخانه
concerto	کنسرتو
catalogue	کاتالوگ
lucky	خوشبخت
Caspian Sea	دریای خزر
Zion	صهیون
perfect fifth	پنجم درست
perfect fourth	چهارم درست
semitone	کرن
semitone	نیم پرده
poor	درویش
Socrates	سقراط
Plato	افلاطون
Pythagoras	فیثاغورث
Euclid	اقلیدس
urine	بول
Platonic	افلاطونی
Mostafa	مصطفی
wasp	بوز
shaving	تراش
leap	خیز
lime	سریش
plough	سپار
number	شمار
deception	فریب
aware	ویرا
ploughshare	پال
Job	ایوب
Umayyad	اموی
Protestant	پروتستان
Protestant	پروتستانی
orthodox	ارتدکس
Twelver	دوازده‌امامی
on purpose	عمدا
sushi	سوشی
tow	بکسل
steppe	استپ
Bolshevik	بلشویک
pirozhki	پیراشکی
spare	زاپاس
cast iron	چدن
choke valve	ساسات
meat	کالباس
baby carriage	کالسکه
electrical tape	لنت
shoe polish	واکس
hose	شلنگ
light year	سال نوری
Uranus	اورانوس
Neptune	نپتون
data	داده
Zionist	صهیونی
Zionist	صهیونیست
Martian	مریخی
Gilgamesh	گیلگمش
Enkidu	انکیدو
cap	کلاهک
Cornus mas	زغال اخته
eighth	هشتم
seventh	هفتم
sixth	ششم
third	سوم
fourth	چهارم
tenth	دهم
fifth	پنجم
first	یکم
eleventh	یازدهم
twelfth	دوازدهم
thirteenth	سیزدهم
fourteenth	چهاردهم
fifteenth	پانزدهم
sixteenth	شانزدهم
seventeenth	هفدهم
eighteenth	هجدهم
nineteenth	نوزدهم
fortieth	چهلم
fiftieth	پنجاهم
sixtieth	شصتم
seventieth	هفتادم
eightieth	هشتادم
ninetieth	نودم
hundredth	صدم
thousandth	هزارم
millionth	میلیونم
Euphrates	فرات
Tigris	دجله
red	لعل
Turfan	تورفان
frying pan	ماهیتابه
Khorasan	خراسان
Khorasani	خراسانی
headstrong	لجباز
led horse	پالاد
led horse	جنیبت
horse	نوند
horse	برذون
horseman	سوار
swift	بیدخ
steak	استیک
fritillary	لاله واژگون
upside down	واژگون
niche	مشکات
marbler	ابری‌ساز
marbling	ابری‌سازی
commander	سپهبد
abstinence	پرهیز
applied	کاربردی
vulgar	عوامانه
wineskin	خیک
piebald	پیسه
jade	یشم سبز
Fatimid	فاطمی
Aghasi	آغاسی
گربه	سورپریز
caliphate	خلافت
graduate	فارغ‌التحصیل
فارغ‌التحصیل	فارغ‌التحصیل شدن
اداره	اداره پست
اداره	اداره کردن
managing	مدیریت
spiral	مارپیچ
helix	پیچه
painful	دردناک
cloning	تاگ‌سازی
cryptography	رمزنگاری
decryption	رمزگشایی
encryption	رمزگذاری
symmetrical	متقارن
asymmetric	نامتقارن
digital	دیجیتال
secret	مخفی
code	کد
contents	محتویات
destruction	خرابی
infrastructure	زیرساخت
افشا	افشا شدن
جو‌گیر	جوگیر شدن
logical	منطقی
unwilling	بی‌میل
borrowing	استعاره
morale	روحیه
strengthening	تقویت
تقویت	تقویت کردن
بی	بی قید و شرط
wide	وسیع
tropical	گرمسیری
pimple	جوش
mysterious	مبهم
حرکت	حرکت کردن
optics	نورشناسی
rebellion	شورش
trick	ترفند
rhubarb	ریوند
artichoke	انگنار
dove	فاخته
psyllium	اسپرزه
barrel	دبه
with	مند
loof	لیف
wise	زنیر
New York	نیویورک
lattice window	بالکانه
papakha	پاپاخ
Urmia	چیچست
spend	سر کیسه را شل کردن
hesitate	استخاره کردن
paladin	قارن
Korah	قارون
anger	خشم
proceed	پرداختن
motivation	انگیزه
demonstration	تظاهرات
wage	دستمزد
منتشر	منتشر کردن
statistics	آمار
convention	اجلاس
strap	تسمه
mattock	میتین
cake	کوکه
Indian	هندوستانی
joke	جوک
merrymaking	سپرخی
boil	جوشیدن
tongs	انبر
rest	غنودن
سه	دو تا هندوانه را با یک دست برداشتن
summer	هامین
exception	استثنا
search box	کادر جستجو
sink	سینک
completed	ختم
obsolete	منسوخ
necessarily	الزاما
insular	منزوی
supply	ذخیره
تنظیم	تنظیم کردن
view	منظره
کنار	کنار زدن
isolation	انزوا
Lazica	لازستان
sheepfold	گمرا
autumn	مهرگان
warbler	سسک
memory	برم
reflection	فرتور
collect	الفختن
collect	اندوختن
collect	جمع کردن
tamarind	تمر هندی
thick	غلیظ
cool down	افسردن
soothe	گساردن
childish	بچه‌گانه
زوم	زوم کردن
acting	بازیگری
احاطه	احاطه داشتن
integrate	جا افتادن
تازه	تازه‌وارد
جمع	جمع شدن
writing	نوشته
ذخیره	ذخیره کردن
جلبک	جلبک دریایی
نجات	نجات دادن
در	در واقع
در	در حقیقت
proposition	گزاره
جمع‌آوری	جمع‌آوری کردن
مونتاژ	مونتاژ کردن
غسل	غسل تعمید
seek	یوختن
whistle	شپلیدن
gift	کادو
amethyst	گمست
breakfast cereal	برشتوک
copy	نسخه
thyme	آویشن
Thymus serpyllum	سوسنبر
alley	پس کوچه
alley	کوچه پس کوچه
vote	رای دادن
Nazarian	نظریان
accelerator	شتابگر
hauberk	گبر
box	جعبه
taarof	تعارف تیکه پاره کردن
Rey	رازی
popularly	زلیخا
vote	رأی دادن
kerosene	چراغ نفتی
orange	مالته
New Delhi	دهلی
Delhi	دهلوی
zenith	سمت‌الرأس
simple	ساده‌زیستی
simple	ساده‌زیست
baptism	تعمید
spot	لکه
machete	قمه
sunflower	آفتاب‌گردان
فرض	فرض کردن
yell	فریاد زدن
excuse	بهانه
implicit	ضمنی
provisions	توشه
طرفداری	طرفداری کردن
biased	جانب‌دارانه
luggage rack	باربند
conservatism	محافظه‌کاری
conservative	محافظه‌کار
جوش	جوش آمدن
industrial	صنعتی
marketing	بازاریابی
hand towel	لسپردرک
ignominious	رسوا
crystalline	بلورین
arrowhead	پیکان
will	وصیت‌نامه
backrest	پشتی
تسلیم	تسلیم شدن
surrender	تسلیم
دنبال	دنبال کردن
fur	مشته
resilient	پوست‌کلفت
hard	سفت
home	سرا
palace	بارگاه
palace	بارگه
retrogressive	واپسگرا
worried	دلواپس
parenthesis	پرانتز
garbage can	سطل آشغال
garbage can	سطل زباله
bucket	سطل
trash	زباله
lady	خاتون
statement	بیان
ballistic	بالیستیک
notable	برجسته
ruler	فرمانروا
governor	فرماندار
famous	نامدار
famous	معروف
capable	توانمند
capability	توانمندی
willing	مایل
maneuver	رزمایش
border guard	مرزبان
adviser	مشاور
consultation	مشاوره
writing	نگارش
extremist	تندرو
obesity	چاقی
gardening	باغبانی
gardener	باغبان
toxic	مسموم
thalamus	تالاموس
hypothalamus	هیپوتالاموس
order	تیره
Liechtenstein	لیختن‌اشتاین
United Arab Emirates	امارات متحده عربی
preface	دیباچه
decrease	کاهش
suddenly	یهویی
cipher	رمز
stalk	ستاک
hobble	اشکیل
hobble	چدار
contained	حاوی
cold-blooded	خونسرد
clutch	کلاچ
traffic light	چراغ راهنمایی
guidance	راهنمایی
proportioned	معتدل
mild	ملایم
probe	کاوشگر
explore	کاوش کردن
action	اقدام
