at	pie
most Pakistani	vispakistāniskākais
most Pakistani	vispakistāniskāk
Kyrgyz	kirgīziski
Kyrgyz	kirgīziskais
more Kyrgyz	kirgīziskāks
more Kyrgyz	kirgīziskāk
more Kyrgyz	kirgīziskākais
most Kyrgyz	viskirgīziskākais
most Kyrgyz	viskirgīziskāk
Tajik	tadžikiski
Tajik	tadžikiskais
more Tajik	tadžikiskāks
more Tajik	tadžikiskāk
more Tajik	tadžikiskākais
maddest	vistadžikiskākais
most Tajik	vistadžikiskāk
clear	skaidri
clear	skaidrais
clearer	skaidrāks
clearer	skaidrāk
clearer	skaidrākais
clearest	visskaidrākais
clearest	visskaidrāk
clear	dzidri
clear	dzidrais
clearer	dzidrāks
clearer	dzidrāk
clearer	dzidrākais
clearest	visdzidrākais
clearest	visdzidrāk
productive	produktīvi
productive	produktīvais
more productive	produktīvāks
more productive	produktīvāk
more productive	produktīvākais
most productive	visproduktīvākais
most productive	visproduktīvāk
thievish	zaglīgi
thievish	zaglīgais
heavy	smags
coal	oglis
more thievish	zaglīgāks
more thievish	zaglīgāk
more thievish	zaglīgākais
most thievish	viszaglīgākais
most thievish	viszaglīgāk
most internationalist	visinternacionālistiskāk
sound	spalgs
gloss	spīde
light	spožs
shining	spīdīgs
light bulb	spuldze
light	spulgs
light	spilgts
shine	spulga
bright	spulgi
bright	spulgais
brighter	spulgāks
brighter	spulgākais
brightest	visspulgākais
brighter	spulgāk
brightest	visspulgāk
bright	spilgti
bright	spilgtais
shinier	spilgtāks
brighter	spilgtāk
brighter	spilgtākais
brightest	visspilgtākais
brightest	visspilgtāk
shiny	spīdīgi
shiny	spīdīgais
shinier	spīdīgāks
shinier	spīdīgāk
shinier	spīdīgākais
shiniest	visspīdīgākais
shiniest	visspīdīgāk
Turkmen	turkmēniski
Turkmen	turkmēniskais
more Turkmen	turkmēniskāks
more Turkmen	turkmēniskāk
more Turkmen	turkmēniskākais
most Turkmen	visturkmēniskākais
most Turkmen	visturkmēniskāk
shrill	spalgi
shrill	spalgais
shriller	spalgāks
shriller	spalgāk
shriller	spalgākais
shrillest	visspalgākais
shrillest	visspalgāk
bright	spoži
bright	spožais
brighter	spožāks
brighter	spožāk
brighter	spožākais
brightest	visspožākais
brightest	visspožāk
wipe	slaucīt
people	ķemmēt
people	sukāt
light	spilgtums
light	spožums
shine	spīdīgums
brightness	spulgums
shine	spīdums
milk	slaukt
sound	spalgums
brush	sukājam
comb	ķemmējam
sweep	slaukām
milk	slaucam
comb	ķemmējot
brush	sukājot
milk	slaucot
sweep	slaukot
milk	slaucošs
sweep	slaukošs
brush	sukājošs
comb	ķemmējošs
milk	slaucis
wiped	slaucījis
brush	sukājis
comb	ķemmējis
milkable	slaucams
can	slaukāms
can	sukājams
can	ķemmējams
milk	slaukts
wipe	slaucīts
brush	sukāts
comb	ķemmēts
milk	slaukdams
sweep	slaucīdams
brush	sukādams
comb	ķemmēdams
milk	slaukšana
sweep	slaucīšana
brush	sukāšana
comb	ķemmēšana
milk	neslaukt
wipe	neslaucīt
brush	nesukāt
comb	neķemmēt
milk	neslaucam
sweep	neslaukām
comb	neķemmējam
brush	nesukājam
comb	neķemmējot
brush	nesukājot
milk	neslaucot
sweep	neslaukot
comb	neķemmējošs
brush	nesukājošs
milk	neslaucošs
sweep	neslaukošs
comb	neķemmējis
brush	nesukājis
milk	neslaucis
wipe	neslaucījis
cannot	neķemmējams
cannot	nesukājams
cannot	neslaucams
cannot	neslaukāms
comb	neķemmēts
brush	nesukāts
milk	neslaukts
wipe	neslaucīts
comb	neķemmēdams
brush	nesukādams
brush	neslaukdams
sweep	neslaucīdams
comb	neķemmēšana
brush	nesukāšana
milk	neslaukšana
sweep	neslaucīšana
pure	šķīsti
pure	šķīstais
purer	šķīstāks
purer	šķīstāk
purer	šķīstākais
purest	visšķīstākais
purest	visšķīstāk
sweetish	saldeni
sweetish	saldenais
more sweetish	saldenāks
more sweetish	saldenāk
saddle	segli
saddle	sedli
saddle	seglot
saddler	seglinieks
saddler	segliniece
harness saddle	sedulka
saddle	sedulks
seat	sēdeklis
more sweetish	saldenākais
most sweetish	vissaldenākais
most sweetish	vissaldenāk
roan	salnais
more	salnāks
purity	šķīstība
purity	šķīstums
more	salnāk
one more like	salnākais
one most	vissalnākais
most	vissalnāk
difficult	grūti
difficult	grūtais
more difficult	grūtāks
more difficult	grūtāk
more difficult	grūtākais
most difficult	visgrūtākais
most difficult	visgrūtāk
saddle	neseglot
saddle	seglojis
saddle	neseglojis
can	seglojams
cannot	neseglojams
saddle	seglots
saddle	neseglots
fish	zvejot
fish	nezvejot
fish	zvejojam
fish	nezvejojam
fish	zvejojot
fish	nezvejojot
fish	zvejojošs
fish	nezvejojošs
fish	zvejodams
fish	nezvejodams
fish	zvejojis
fish	nezvejojis
can	zvejojams
can	nezvejojams
fish	zvejots
fish	nezvejots
fish	zvejošana
fish	nezvejošana
smile	smaids
plural	smiekls
smile	smaidīt
funny	smieklīgs
smiling	smaidīgs
sprout	dzinums
knit	adīt
smilingness	smaidīgums
funniness	smieklīgums
hammer	āmars
hammer	āmers
smile	nesmaidīt
knit	neadīt
knit	adām
knit	neadām
family	famīlija
family	dzimene
family	ģints
heal	dzīstot
heal	nedzīstot
knit	adot
knit	neadot
heal	dzīstošs
heal	nedzīstošs
retort	retorte
knit	adošs
knit	neadošs
knit	adīdams
knit	neadīdams
drive	dzinis
heal	dzijis
heal	dzīstam
drive	nedzinis
heal	nedzijis
smile	smaidījis
smile	nesmaidījis
knit	adījis
knit	neadījis
can	dzenams
can	nedzenams
can	smaidāms
can	nesmaidāms
can	adāms
can	neadāms
drive	dzīts
drive	nedzīts
smile	smaidīts
smile	nesmaidīts
knit	adīts
knit	neadīts
smiling	smaidīšana
smiling	nesmaidīšana
knitting	adīšana
knitting	neadīšana
rain	lietavas
winter	ziemot
winter	neziemot
winter	ziemojam
winter	neziemojam
winter	ziemojot
winter	neziemojot
winter	ziemojošs
winter	neziemojošs
winter	ziemodams
winter	neziemodams
winter	ziemojis
winter	neziemojis
winter	ziemošana
winter	neziemošana
heavy	smagi
heavy	smagais
heavier	smagāks
heavier	smagāk
heavier	smagākais
heaviest	vissmagākais
heaviest	vissmagāk
smiling	smaidīgi
smiling	smaidīgais
more smiling	smaidīgāks
natality	dzimstība
more smiling	smaidīgāk
more smiling	smaidīgākais
most smiling	vissmaidīgākais
fantastic literature	fantastika
funny	smieklīgi
base	pamats
fiery	ugunīgs
blush	sarkt
fieriness	ugunīgums
fire	ugunskurs
object	degt
parish	pagasts
redness	sarkums
realize	īstenot
realize	realizēt
save	neglābt
redden	nesarkt
realize	nerealizēt
realize	neīstenot
redden	sarkstam
redden	nesarkstam
implement	realizējam
implement	nerealizējam
implement	īstenojam
implement	neīstenojam
search for	meklēt
look for	nemeklēt
scissors	šķēres
search	meklējam
scissors	grieznes
shears	dzirkles
shovel	lāpusta
search	nemeklējam
redden	sarkstot
redden	nesarkstot
implement	realizējot
implement	nerealizējot
search	meklējot
search	nemeklējot
implement	īstenojot
implement	neīstenojot
redden	sarkstošs
redden	nesarkstošs
search	meklējošs
search	nemeklējošs
implement	realizējošs
implement	nerealizējošs
implement	īstenojošs
implement	neīstenojošs
save	glābis
save	neglābis
redden	sarkis
redden	nesarkis
search	meklējis
search	nemeklējis
realize	realizējis
realize	nerealizējis
realize	īstenojis
realize	neīstenojis
redden	sarkdams
redden	nesarkdams
search	meklēdams
search	nemeklēdams
implement	realizēdams
implement	nerealizēdams
implement	īstenodams
implement	neīstenodams
can	glābjams
can	neglābjams
can	sarkstams
can	nesarkstams
can	meklējams
can	nemeklējams
can	realizējams
can	nerealizējams
can	īstenojams
can	neīstenojams
save	glābts
save	neglābts
redden	sarkts
redden	nesarkts
search	meklēts
realize	realizēts
realize	nerealizēts
realize	īstenots
realize	neīstenots
salvation	glābšana
redden	sarkšana
redden	nesarkšana
search	meklēšana
search	nemeklēšana
realization	realizēšana
implementing	nerealizēšana
realization	īstenošana
implementing	neīstenošana
funny	smieklīgais
funnier	smieklīgāks
funnier	smieklīgāk
funnier	smieklīgākais
funniest	vissmieklīgākais
funniest	vissmieklīgāk
fiery	ugunīgi
fiery	ugunīgais
fierier	ugunīgāks
fierier	ugunīgāk
fierier	ugunīgākais
fieriest	visugunīgākais
fieriest	visugunīgāk
photograph	fotografējošais
lit	kūruša
farmer	saimniece
here	šeit
question	kāpēc
believe	ticēt
earliness	agrums
early	agrs
early	agrais
earlier	agrāks
earlier	agrāk
earlier	agrākais
earliest	visagrākais
earliest	visagrāk
realization	realizējums
disturb	traucēt
disturb	netraucēt
flowing garment	halāts
search	nemeklēts
folder	mape
genitive	bāris
female	bāre
orphan	bārabērns
orphan	bāra bērns
stand	stāvēt
answer	atbildēt
light	viegls
can	varēt
story	stāsts
story	stāstījums
male	stāstnieks
female	stāstniece
male	stāstītājs
disturb	traucējam
disturb	netraucējam
disturb	traucējot
disturb	netraucējot
disturb	traucējošs
disturb	netraucējošs
disturb	traucējis
disturb	netraucējis
can	traucējams
can	netraucējams
disturb	traucēts
disturb	netraucēts
disturb	traucēdams
disturb	netraucēdams
disturb	traucēšana
disturb	netraucēšana
apparently	acīmredzot
more visible	redzamāks
in that	tanī
to those	tiem
in those	tanīs
in those	tajās
of that	tās
in that	tām
more visible	redzamāk
more visible	redzamākais
most visible	visredzamākais
most visible	visredzamāk
light	viegli
smoke	gaist
visibility	redzamība
blackboard	tāfele
blackboard	tāpele
believe	neticēt
hold	neturēt
stand	nestāvēt
answer	neatbildēt
be able to	nevarēt
turn	negriezt
hold	turam
stand	stāvam
stand	nestāvam
answer	atbildam
answer	neatbildam
turn	griežam
turn	negriežam
hold	neturot
stand	stāvot
stand	nestāvot
answer	atbildot
answer	neatbildot
turn	griežot
turn	negriežot
hold	turošs
hold	neturošs
stand	stāvošs
stand	nestāvošs
answer	atbildošs
answer	neatbildošs
turn	griezošs
turn	negriezošs
believe	ticējis
believe	neticējis
laptop computer	klēpjdators
stood	stāvējis
stood	nestāvējis
use	šis
these	šie
this	šo
these	šos
of this	šī
of this	šā
to this	šim
with these	šiem
in this	šajā
in this	šai
in this	šinī
in these	šajos
in these	šais
in these	šinīs
in these	šajās
of this	šīs
of this	šās
to these	šīm
to these	šām
answer	atbildējis
answer	neatbildējis
turn	griezis
turn	negriezis
can	ticams
unbelievable	neticams
can	turams
can	neturams
can	stāvams
can	nestāvams
can	atbildams
unanswerable	neatbildams
can	varams
can	nevarams
can	griežams
can	negriežams
believe	ticēts
believe	neticēts
stood	stāvēts
stood	nestāvēts
answer	atbildēts
possible	varēts
possible	nevarēts
answer	neatbildēts
turn	griezts
turn	negriezts
hold	turēdams
hold	neturēdams
stand	stāvēdams
stand	nestāvēdams
answer	atbildēdams
answer	neatbildēdams
turn	griezdams
turn	negriezdams
hold	turēšana
hold	neturēšana
stand	stāvēšana
stand	nestāvēšana
answer	atbildēšana
answer	neatbildēšana
eat	neēst
eat	ēdam
eat	neēdam
eat	ēdot
eat	neēdot
eat	ēdošs
eat	neēdošs
eat	ēzdams
eat	neēzdams
eat	ēdis
eat	neēdis
edible	ēdams
edible	neēdams
eat	ēsts
eat	neēsts
eat	ēšana
eat	neēšana
believably	ticami
believable	ticamais
light	vieglais
easier	vieglāks
lighter	vieglāk
lighter	vieglākais
lightest	visvieglākais
lightest	visvieglāk
bus	autobuss
boatman	laivinieks
boatwoman	laiviniece
post-war year	pēckarš
prewar year	pirmskarš
after	pēc
farmhand	kalps
servant	kalpone
transparent	caurspīdīgs
opaque	necaurspīdīgs
see-through	caurredzams
opaque	necaurredzams
comfortable	komfortabls
transparence	caurredzamība
transparence	caurspīdīgums
transparence	caurspīdība
opacity	necaurredzamība
opacity	necaurspīdīgums
humorous	humoristisks
comical	komisks
comedy	komēdija
comicality	komiskums
funniness	jocīgums
clown	klauns
male	komiķis
comedian	komiķe
Afrihili	afrihili
humoristic	humoristiski
humoristic	humoristiskais
more humoristic	humoristiskāks
more humoristic	humoristiskāk
more humoristic	humoristiskākais
most humoristic	vishumoristiskākais
most humoristic	vishumoristiskāk
comical	komiski
comical	komiskais
more comic	komiskāks
more comical	komiskāk
most comical	viskomiskākais
most comical	viskomiskāk
comfortable	komfortabli
comfortable	komfortablais
more comfortable	komfortablāks
more comfortable	komfortablāk
more comfortable	komfortablākais
most comfortable	viskomfortablākais
most comfortable	viskomfortablāk
low	zems
lowness	zemums
low	zemu
lowly	zemisks
vileness	zemiskums
low	zemais
lower	zemāks
lower	zemāk
lower	zemākais
lowest	viszemākais
lowest	viszemāk
transparent	caurspīdīgi
transparent	caurspīdīgais
more transparent	caurspīdīgāks
more transparent	caurspīdīgāk
more transparent	caurspīdīgākais
most transparent	viscaurspīdīgākais
gudrības zobs	gudrības zobs
intelligence	gudrība
smart	gudrinieks
smart	gudriniece
opaque	necaurspīdīgi
opaque	necaurspīdīgais
more opaque	necaurspīdīgāks
more opaque	necaurspīdīgāk
more opaque	necaurspīdīgākais
most opaque	visnecaurspīdīgākais
most opaque	visnecaurspīdīgāk
transparent	caurredzami
open sandwich	sviestmaize
people	peldēt
whip	pātaga
safe	sveikā
safe	sveikais
transparent	caurredzamais
more transparent	caurredzamāks
more transparent	caurredzamāk
more transparent	caurredzamākais
most transparent	viscaurredzamākais
most transparent	viscaurredzamāk
opaque	necaurredzamais
more opaque	necaurredzamāks
more opaque	necaurredzamāk
more opaque	necaurredzamākais
most opaque	visnecaurredzamākais
most opaque	visnecaurredzamāk
transparent	transparentais
more transparent	transparentāks
more transparent	transparentāk
more transparent	transparentākais
most transparent	vistransparentākais
most transparent	vistransparentāk
base	zemiski
base	zemiskais
meaner	zemiskāks
baser	zemiskāk
baser	zemiskākais
Indian summer	atvasara
typical	atvasarīgs
ready	gatavs
ready	gatavais
readier	gatavāks
readier	gatavākais
defend	aizstāvēt
readiest	visgatavākais
basest	viszemiskākais
basest	viszemiskāk
more believable	ticamāks
more believable	ticamāk
more believable	ticamākais
most believable	visticamākais
pants	bikses
most believable	visticamāk
Indian summer	atvasarīgi
typical	atvasarīgais
more typical	atvasarīgāks
more	atvasarīgāk
more typical	atvasarīgākais
most typical	visatvasarīgākais
most	visatvasarīgāk
sleep	negulēt
swim	nepeldēt
defend	neaizstāvēt
evaporate	negaist
sleep	guļam
sleep	neguļam
swim	peldam
swim	nepeldam
defend	aizstāvam
disappear	gaistam
disappear	negaistam
defend	neaizstāvam
sleep	guļot
sleep	neguļot
swim	peldot
swim	nepeldot
defend	aizstāvot
defend	neaizstāvot
disappear	gaistot
disappear	negaistot
float	peldējis
float	nepeldējis
defend	aizstāvējis
defend	neaizstāvējis
dissipate	gaisis
dissipate	negaisis
sleep	guļošs
sleep	gulošs
sleep	neguļošs
sleep	negulošs
swim	peldošs
swim	nepeldošs
defend	aizstāvošs
defend	neaizstāvošs
disappear	gaistošs
disappear	negaistošs
sleep	gulēdams
sleep	negulēdams
swim	peldēdams
swim	nepeldēdams
defend	aizstāvēdams
defend	neaizstāvēdams
can	guļams
can	neguļams
can	peldams
can	nepeldams
can	aizstāvams
can	neaizstāvams
slept	gulēts
slept	negulēts
float	peldēts
float	nepeldēts
defend	aizstāvēts
defend	neaizstāvēts
sleep	gulēšana
sleep	negulēšana
swim	peldēšana
swim	nepeldēšana
defend	aizstāvēšana
defend	neaizstāvēšana
disappear	gaišana
disappear	negaišana
now	patlaban
clearness	skaidrība
clearness	skaidrums
clearness	dzidrums
lightness	vieglums
weight	smagums
gravitation	gravitācija
afgāņu valoda	afgāņu valoda
puštunu valoda	puštunu valoda
Pashto	puštu
male	afgānis
female	afgāniete
many cases	lielākoties
Afghan	afgānisks
talent	talants
Pashtun	puštuns
people	talantīgs
quality	talantīgums
readiness	gatavība
readiness	gatavums
Kingdom of Cambodia	Kambodžas Karaliste
corn	kukurūza
take	ņemt
belong	piederēt
Afghan	afgāniskais
more Afghan	afgāniskāks
more Afghan	afgāniskāk
more Afghan	afgāniskākais
most Afghan	visafgāniskākais
most Afghan	visafgāniskāk
talented	talantīgi
talented	talantīgais
more talented	talantīgāks
more talented	talantīgāk
light	gaišs
dark	tumšs
windowsill	palodze
shiny	spodrs
more talented	talantīgākais
most talented	vistalantīgākais
most talented	vistalantīgāk
dark	tumši
dark	tumšais
darker	tumšāks
darker	tumšāk
darker	tumšākais
darkest	vistumšākais
darkest	vistumšāk
sudden	pēkšņs
suddenly	pēkšņi
sudden	pēkšņais
more sudden	pēkšņākais
more sudden	pēkšņāks
more sudden	pēkšņāk
most sudden	vispēkšņākais
most sudden	vispēkšņāk
bright	gaiši
bright	gaišais
brighter	gaišāks
brighter	gaišāk
brighter	gaišākais
brightest	visgaišākais
brightest	visgaišāk
shiny	spodri
shiny	spodrais
shinier	spodrāks
shinier	spodrāk
shinier	spodrākais
shiniest	visspodrākais
shiniest	visspodrāk
curious	ziņkārīgs
sound	skaļš
suitable	piederīgs
loudspeaker	skaļrunis
loud	skaļi
loud	skaļais
louder	skaļāks
louder	skaļāk
louder	skaļākais
loudest	visskaļākais
loudest	visskaļāk
curious	ziņkārīgi
curious	ziņkārīgais
more curious	ziņkārīgāks
more curious	ziņkārīgāk
more curious	ziņkārīgākais
most curious	visziņkārīgākais
most curious	visziņkārīgāk
appropriate	piederīgi
appropriate	piederīgais
more appropriate	piederīgāks
adequately	piederīgāk
more appropriate	piederīgākais
most appropriate	vispiederīgākais
most appropriate	vispiederīgāk
see oneself	redzēties
see oneself	neredzēties
see	redzēšanās
woman	bāba
use	tāpēc
