Հայաստանի	Հայաստանի Հանրապետություն
groat	կորկոտ
space	տարածություն
eunuch	ներքինանալ
volume	տարողություն
crowded	բազմամարդ
populous	մարդաշատ
talented	տաղանդավոր
adult	չափահաս
main	գլխավոր
fist	դմբուզ
progress	առաջադիմել
progress	առաջադիմություն
progressive	առաջադիմական
advanced	առաջադեմ
progression	առաջադիմում
leading	առաջավոր
Palm Sunday	Ծաղկազարդ
gradual	աստիճանավոր
official	պաշտոնավոր
main	մեծավոր
bigmouthed	մեծաբերան
muscular	մեծաբազուկ
loudmouthed	մեծաբան
triumphal arch	հաղթակամար
victorious	հաղթական
lively	կայտառ
gleeful	կենսուրախ
glee	կենսուրախություն
zealous	եռանդագին
industriously	ջանասիրաբար
industriousness	ջանասիրություն
beast	ջանավար
fearless	աներկյուղ
fearlessly	աներկյուղաբար
fearless	աներկյուղանալ
fearlessly	աներկյուղորեն
fearlessness	աներկյուղություն
zealous	փութաջան
zealously	փութաջանորեն
zeal	փութաջանություն
rush	փութացնել
hurry	աճապարել
zeal	եռանդալի
zealous	եռանդոտ
Antaram	Անթառամ
unfading	անթարշամ
Zvart	Զվարթ
Dalar	Դալար
lively	կենսալի
spirited	կենսախինդ
flexible	դյուրաթեք
nimble	դյուրաշարժ
bend	ճկել
nimble	ճապուկ
quick	արագաշարժ
quick	թեթեւաշարժ
monumental	մեծաշեն
torrential	մեծաշիթ
decorated	զարդարուն
verdant	կանաչապատ
verdant	կանաչազարդ
Western-Asian	առաջավորասիական
footwrap	պաճուճ
ornate	պաճուճաբան
ornately	պաճուճաբանել
ornate	պաճուճաբանություն
ornately	պաճուճաբար
arc	կամար
effort	ջանք
inflate	փքել
inflation	փքում
puff up	փքվել
inflated	փքուն
inflated	փքունություն
inflated	փքուռույց
elevating	վերամբարձ
inflated	ճոռոմ
inflated	ճոռոմաբան
inflated	ճոռոմաբանական
inflated	ճոռոմաբանել
inflated	ճոռոմաբանություն
inflated	ճոռոմախոս
inflated	ճոռոմախոսել
inflated	ճոռոմախոսություն
proud	խրոխտ
proudly	խրոխտաբար
proud	խրոխտագին
doll	խրծիկ
affect	ազդել
effect	ազդեցություն
felt	ազդվել
effect	ազդու
bellow	պոռոչ
bellowing	պոռոչագին
bellow	պոռոչել
bellow	պոռոչյուն
dazzling	պոռոտ
bigmouthed	պոռոտախոս
bigmouthed	պոռոտաբան
talk big	պոռոտաբանել
talk big	պոռոտախոսել
big talk	պոռոտաբանություն
big talk	պոռոտախոսություն
talk big	մեծաբանել
big talk	մեծաբանություն
arrogant	ամբարտավանանալ
arrogant	ամբարտավանական
arrogantly	ամբարտավանորեն
arrogance	ամբարտավանություն
pride	խրոխտանալ
arrogance	խրոխտություն
loudmouth	հոխորտան
big talk	հոխորտանք
arrogant	գոռոզ
bigheaded	մեծամիտ
move	հուզել
upside down	տակնուվրա
upstairs	վերուվար
bounce	վերուվարել
up	վերուվեր
heart-rending	սրտաշարժ
moving	հուզիչ
heart-rendingly	սրտաշարժաբար
move	սրտաշարժել
billow	ալեկոծել
splash	ծփել
mortar	շաղախ
putty	ծեփամածիկ
mortar	ծեփել
makeup	շպար
rouge	սնգույր
rouge	սնգուրել
rouge	սնգուրվել
rouge	սնգուրում
makeup	շպարանյութ
winding	ոլորապտույտ
turn	ոլորան
twist	ոլորել
twisted	ոլործուն
frizzy	գռուզ
lock	գանգուր
curl	գանգրացնել
curling	գանգրացում
locks	գանգրափունջ
gangrene	գանգրենա
curling iron	գանգրոց
curl	գանգրաձեւ
curly	գանգրամազ
curly	գանգրանալ
curls	գանգրանման
curls	գանգրաշուք
curls	գեղագանգուր
curly-haired	գանգրահեր
curly-haired	գանգրավարս
curls	գանգրավուն
curly	գանգրավոր
curly	գանգրություն
curls	գանգրագեղ
curls	գանգրածածկ
curly	գանգրածայր
modulation	ոլորակ
modulate	ոլորակել
obscure	մանվածապատ
obscurity	մանվածապատություն
twist	ոլորք
winding	ոլոր
twisting	ոլորուն
winding	ոլոր-մոլոր
crooked	ծուռումուռ
lock	խոպոպ
cluster	տրցակ
bundle	տրցակաձեւ
bundle	տրցակել
curly	խոպոպահեր
lock	խոպոպաձեւ
curly	խոպոպանալ
curly	խոպոպավոր
curling	խոպոպացում
curl	խոպոպել
curl	խոպոպեցնել
tress	խոպոպիք
tresses	խոպոպիքավոր
complicated	խրթին
eat	խրթել
grind	խռթացնել
intent	մտադիր
intention	մտադրություն
intent	մտադրել
intentional	մտադրական
portly	մարմնեղ
meaty	մսոտ
meaty	մսալի
meaty	մսառատ
fat	չաղանալ
fat	պարարտ
fertile	արգավանդ
fruit-bearing	պտղաբեր
fruitful	պտղատու
abundantly	լիուլի
abundant	առատ
abundantly	առատ-առատ
full	լեցուն
swollen	տռուզ
swell	տռզել
bloat	տկռել
thick	ստվարաբուն
numerous	ստվարաթիվ
cardboard	ստվարաթղթակազմ
cardboard	ստվարաթղթե
thronged	ստվարախումբ
voluminous	ստվարածավալ
cover	ծածկել
bouquet	փունջ
լեցրո՛ւ	լեցնել
means	հնար
trick	հնարք
Udmurt	ուդմուրտ
numerous	մեծաքանակ
innumerability	մեծաքանակություն
big	մեծաքիթ
idle	պարապ-սարապ
unemployed	անգործ
rational	բանական
rationality	բանականություն
irrational	անբան
unemployed	գործազուրկ
unintelligent	անխելք
deal	գործարք
put to work	գործարկել
exploit	շահագործել
exploitative	շահագործական
take advantage of	չարաշահել
terrible	չարաչար
evil	չարաչք
business	գործառնություն
mudflow	սելավ
taboo	տաբու
convict	դատապարտել
forewrite	կանխագրել
Zazaki	զազայերեն
reject	ուրանալ
Vorotan	Որոտան
sometime	երբեմնի
skeptic	թերահավատ
made-up	շինծու
nevertheless	այնուամենայնիվ
identity	ինքնություն
research	ուսումնասիրել
predetermined	կանխամտածված
before	կանխապես
before	նախապես
conditional	պայմանավոր
restrict	պայմանավորել
agreement	պայմանավորվածություն
agree	պայմանավորվել
fully	լիովին
fastening	կաշկանդիչ
fastened	կաշկանդյալ
fastened	կաշկանդվածություն
unfastened	անկաշկանդ
accept	համաձայնել
predetermine	կանխամտածել
providence	նախախնամություն
externally	առերես
confrontation	առերեսում
confront	առերեսել
sigh	հառաչ
sighs	հառաչալից
sighs	հառաչախառն
mournful	հառաչական
sighs	հառաչակուլ
sighing	հառաչաձայն
sighing	հառաչակից
sigh	հառաչանք
sigh	հառաչել
moan	հեծեծել
exclamatory	բացականչական
exclamation	բացականչություն
exclamation	բացականչում
enjoy	վայելել
enjoyment	վայելք
itinerant	շրջիկ
confuse	շփոթել
confuse	շփոթեցնել
confusion	շփոթմունք
confusion	շփոթվածություն
protect	ապահովել
assure	ապահովացնել
safe	ապահովվել
parsley	ազատքեղ
Armenia	Երկիր
hate	ատելություն
lullaby	օրոր
European Union	Եվրոպական Միություն
twenty-three	քսաներեք
study	պարապել
attempt	փորձ
try	փորձել
dingo	դինգո
hair	հերք
denying	հերքիչ
denial	հերքում
destiny	ճակատագիր
photography	լուսանկարչություն
anarchy	անիշխանություն
bond	պարտատոմս
poet	բանաստեղծ
knowledge	գիտելիք
password	գաղտնաբառ
hungry	սոված
idea	գաղափար
sport	սպորտ
atheism	աստվածամերժություն
deafness	խլություն
preserve	պահածոյացնել
pastry	թխվածք
meteor	ասուպ
platoon	դասակ
company	վաշտ
lose	տարվել
collective	հավաքական
collective noun	հավաքական գոյական
defeated	պարտվել
palatial	պալատական
disguise	ծպտել
disguised	ծպտյալ
disguise	ծպտվել
plain	անշուք
cellar	նկուղային
firmness	հաստատություն
firmament	երկնակամար
priority	առաջնություն
leading	առաջատար
wife	կնություն
escape	ճողոպրել
souvenir	հուշանվեր
applause	ծափողջույն
applause	ծափահարություն
crying	լաց
applaud	ծափահարել
applaudable	ծափահարելի
spoil	լկստել
applause	ծափահարում
preserve	պահածոյանալ
sesame	շուշմա
pity	խղճալ
syllabize	վանկարկել
syllabication	վանկարկում
portrait	դիմանկար
impossible	անկարելի
syllabify	վանկել
season	սեզոն
terror	սարսափ
malt	ածիկ
smile	ժպիտ
electricity	էլեկտրականություն
Polish	լեհական
vegetable garden	բոստան
dill	սամիթ
sequoia	սեկվոյա
ring	օղակ
family	տոհմ
damage	վնաս
hypothesis	վարկած
stream	շիթ
under	ներքո
presentation	ներկայացում
rotten	նեխած
envy	նախանձել
carnation	մեխակ
stadium	մարզադաշտ
coral	մարջան
humus	հումուս
hygiene	հիգիենա
attack	հարձակում
stadium	ստադիոն
subtraction	հանում
weigh	կշռել
shallow	ծանծաղ
nature	խառնվածք
width	լայնք
arrival	ժամանում
defective	թերի
fall	թափվել
inkwell	թանաքաման
pill	դեղահատ
coral	բուստ
pupil	բիբ
improve	բարելավել
medicine	բժշկագիտություն
production	արտադրություն
dentist	ատամնաբույժ
proverb	ասացվածք
deformity	այլանդակություն
eyewitness	ականատես
highway	մայրուղի
weariness	հոգնածություն
finally	վերջնականապես
finally	վերջնականորեն
school	դպրոցական
divorce	բաժանվել
nature	բնույթ
dream	երազանք
torture	տառապանք
value	գնահատել
inhabitant	բնակիչ
live	բնակվել
suffer	տառապել
product	արտադրանք
industrial	արդյունաբերական
underground	ստորգետնյա
underground	ստորերկրյա
continent	աշխարհամաս
geographical	աշխարհագրական
veterinarian	անասնաբույժ
speech	ելույթ
game of chance	մոլախաղ
sum	գումար
game of chance	բախտախաղ
game of chance	մոլեխաղ
peat	տորֆ
harlot	պոռնիկ
goods	ապրանք
academy	ակադեմիա
amber	սաթ
dear	սիրելի
forget-me-not	անմոռուկ
numerology	թվահմայություն
various	այլեւայլ
papaya	պապայա
middle	մեջտեղ
authorship	հեղինակություն
empty	դատարկել
barricade	բարիկադ
free of charge	անվճար
medical	բժշկական
happy	զվարճանալ
conditional	պայմանական
entertain	զվարճացնել
present	ներկա
inflation	գնաճ
married	ամուսնացած
happiness	զվարճություն
religious	կրոնական
caliphate	խալիֆայություն
daily	օրական
monthly	ամսական
examination	քննություն
whisper	շշուկ
small	լեզվակ
massage	մերսում
lieutenant	լեյտենանտ
restless	անհանգիստ
brainless	դատարկամիտ
mindless	անմիտ
conceited	ինքնահավան
conceited	ինքնահավանել
conceit	ինքնահավանում
self-belief	ինքնահավատք
television	հեռուստաընկերություն
announcement	հաղորդում
caster	հոլովակ
autograph	ինքնագիր
cooking	խոհարարական
coarse	գռեհիկ
display	դրսեւորել
director	շեֆ
chef	շեֆ-խոհարար
frequent	հաճախել
frequentation	հաճախելիություն
increase	հաճախեցնել
frequenter	հաճախորդ
aptitude	ունակություն
reading	ընթերցանություն
reader	ընթերցող
female	ընթերցողուհի
infection	վարակ
infection	ինֆեկցիա
patronage	հաճախորդություն
female	հաճախորդուհի
frequency	հաճախություն
frequentation	հաճախում
deport	արտաքսել
exile	աքսորել
exiled	աքսորյալ
exile	աքսոր
exilic	աքսորական
exile	աքսորաբնակ
expatriation	աքսորաբնակություն
exile	աքսորակից
succinct	կտրական
succinctly	կտրականաբար
succinctly	կտրականապես
succinctly	կտրականորեն
rap music	ռեփ
hip-hop	հիփ-հոփ
sympathize	կարեկցել
sympathetic	կարեկցելի
sympathetically	կարեկցորեն
sympathetically	կարեկցաբար
sympathy	կարեկցություն
sympathy	կարեկցում
sympathy	կարեկցանք
soul music	սոուլ
reggae	ռեգգի
bride	հարսնանալ
bride	հարսնանման
wedding dress	հարսնաշոր
bride	հարսնացնել
belong	պատկանել
lover	սիրահար
newlywed	նորապսակ
adverb	-ապես
tele-	հեռա-
crunch	խռթալ
irritate	ջղայնանալ
challenge	մարտահրավեր
fetter	կապանք
joke	կատակել
title	վերնագիր
bewitch	կախարդել
bewitchment	կախարդվածություն
wizardly	կախարդաբար
wizardly	կախարդական
invitation	հրավեր
numb	անզգայանալ
numb	անզգայացնել
numb	անզգայացում
numbness	անզգայություն
numbing	անզգայացուցիչ
numbly	անզգայաբար
disappointed	հիասթափ
disappoint	հիասթափեցնել
disappointed	հիասթափում
prove	ապացուցել
demonstration	ապացուցում
Babayan	Բաբայան
այստեղ	այստեղ-այնտեղ
local	այստեղացի
Transcaucasian	անդրկովկասյան
Transcaucasian	անդրկովկասցի
Transcaucasian	այսրկովկասյան
by means of	այսու
nonetheless	այսուամենայնիվ
despite	այսուհանդերձ
realize	գիտակցել
expert	գիտակից
consciously	գիտակցաբար
consciousness	գիտակցական
