he	on
lose weight	zhubnout
thin	hubený
lighthearted	humoreska
hula hoop	hula-hop
chalcedony	chalcedon
caliph	chalífa
caliphate	chalífát
caliphate	kalifát
piss	chcát
chirality	chiralita
chiral	chirální
achiral	achirální
chimera	chiméra
chimerism	chimérismus
chimeric	chimérický
iconostasis	ikonostas
incunabulum	inkunábule
incunabulum	prvotisk
snow leopard	irbis
irredentism	iredentismus
irredentist	iredentista
irredentist	iredentistický
isothermal	izotermický
sea urchin	ježovka
eating	jezení
crib	krmelec
kindergarten	jesle
canary	kanár
owl	kalous
kanji	kandži
kefir	kefír
Quechua	kečuánština
Quechuan	kečuánský
Ket	ketština
wagtail	konipas
cemetery	krchov
abbreviation	zkrácenina
dialectology	dialektologie
dialectologist	dialektolog
dialectological	dialektologický
canopy	baldachýn
margarine	margarín
spreadable	roztíratelný
bibliographic	knihopisný
poker	pohrabáč
highly	vysoce
lowly	nízce
interwar	meziválečný
specialized	specializovaný
námořní míle	námořní
surface	vynořit
interpreter	tlumač
diminutive	diminutivum
desperately	zoufale
petunia	petunie
female flight attendant	letuška
trope	tropus
sonata	sonáta
oligarchic	oligarchický
amitriptyline	amitriptylin
maprotiline	maprotilin
nortriptyline	nortriptylin
clomipramine	klomipramin
imipramine	imipramin
clomipramine	clomipramin
sertraline	sertralin
fluvoxamine	fluvoxamin
duloxetine	duloxetin
venlafaxine	venlafaxin
atomoxetine	atomoxetin
reboxetine	reboxetin
dextroamfetamine	dextroamfetamin
desipramine	desipramin
protriptyline	protriptylin
mirtazapine	mirtazapin
moclobemide	moclobemid
phenelzine	fenelzin
selegiline	selegilin
tranylcypromine	tranylcypromin
viloxazine	viloxazin
adjective	adjektivum
preposition	prepozice
interjection	interjekce
methylphenidate	metylfenidát
adverbial	adverbiální
oneiric	snový
autocracy	samovláda
bruxism	bruxismus
slick	fikaný
potato	brambora
maculopapular	makulopapulární
neurovascular	neurovaskulární
acceptable	akceptovatelný
electromagnet	elektromagnet
muscleman	svalovec
neuroendocrine	neuroendokrinní
maxillofacial	maxilofaciální
bronchoscope	bronchoskop
bronchoscopy	bronchoskopie
bronchoscopic	bronchoskopický
unflattering	nelichotivý
January	lednový
February	únorový
March	březnový
April	dubnový
May	květnový
June	červnový
July	červencový
August	srpnový
September	zářijový
October	říjnový
November	listopadový
December	prosincový
desertion	dezerce
deserter	dezertér
deserter	zběh
desertion	zběhnutí
desert	zběhnout
codec	kodek
squared	čtverečkovaný
nonprofit	neziskovka
pro	pozitivum
time-tested	osvědčený
pocket money	kapesné
disinformation	dezinformace
vacation	dovča
orthopedist	ortoped
orthopedic	ortopedický
mainly	hlavně
as well	rovněž
especially	zejména
hutch	kotec
marketer	marketér
juggler	žonglér
ping pong	pinec
paschal lamb	beránek
some	některý
rhinoceros	nosorožec
lip	pysk
laser	laserový
convincing	přesvědčivý
persuasiveness	přesvědčivost
isogloss	izoglosa
papyrus	papyrový
distal	distální
proximal	proximální
defecate	kadit
sausage	vuřt
sausage	špekáček
odontogenic	odontogenní
shop window	výloha
toy store	hračkářství
decongestant	dekongestant
hypothyroidism	hypotyreóza
acromegaly	akromegalie
uvulopalatopharyngoplasty	uvulopalatofaryngoplastika
acetazolamide	acetazolamid
overbite	předkus
obstructive	obstrukční
intercede	přimluvit
approach	přiblížit
put on weight	přibrat
put on weight	přibírat
singe	připálit
ignite	podpálit
cycloid	cykloida
coenzyme	koenzym
awake	bdít
almost	bezmála
quartet	kvartet
advanced	vyspělý
charm	šarm
misery	slota
innumerable	nesčíslný
innumerable	nesčetný
winter hat	kulich
dej Bůh štěstí	dej Bůh štěstí
ductile	tažný
ductility	tažnost
uraninite	uraninit
tarot	tarok
tarlatan	tarlatán
inconsistent	rozporuplný
ambivalent	ambivalentní
creativity	kreativita
creative	kreativní
self-reference	autoreference
openness	otevřenost
slowdown	zpomalení
birthday	narozky
black-and-white	černobílý
poodle	pudl
by far	zdaleka
firefinch	amarant
nanometer	nanometr
micrometer	mikrometr
hard disk	harddisk
sharp	s křížkem
marketing	marketingový
vein	véna
I have a question	mám otázku
cockpit	kokpit
ankylosis	ankylóza
arthroscopy	artroskopie
arthroscope	artroskop
arthroscopic	artroskopický
hypermobility	hypermobilita
hypomobility	hypomobilita
hypermobile	hypermobilní
hypomobile	hypomobilní
žvýkací sval	žvýkací sval
calcification	kalcifikace
calcification	zvápenatění
extraarticular	extraartikulární
intraarticular	intraartikulární
meniscus	meniskus
extracapsular	extrakapsulární
intracapsular	intrakapsulární
polycalic	polykalický
transcranial	transkraniální
Eurozone	eurozóna
would	bychom
kvantitativní uvolňování	kvantitativní uvolňování
nominalist	nominalista
oink	chro
vowel	vokál
court	dvorec
parodist	parodista
prepare	chystat
human resources specialist	personalista
especially	najmě
waiter	pingl
improvement	vylepšení
without a doubt	bezpochyby
relativist	relativista
deceased	nebožtík
to the point	k věci
gracefully	ladně
graceful	ladný
malleable	kujný
she-bear	medvědice
sharing	sdílení
semen	mrdka
lesbian	lesba
telephone operator	telefonistka
always	pořád
Lucie	Lucka
Moscow	moskevský
muscle relaxant	myorelaxans
expectorant	expektorancium
laxative	laxativum
contraceptive	kontraceptivum
homeopathic drug	homeopatikum
drug	fytofarmakum
8-bit	osmibitový
16-bit	šestnáctibitový
astronaut	astronautka
astronaut	kosmonautka
dentist	stomatolog
tribute	tribut
diuretic	diuretikum
vasodilator	vazodilatancium
uncomfortable	nepohodlný
transgressive	rva
dessert	dezert
ponechat stranou	ponechat stranou
disambiguation	desambiguace
disambiguate	desambiguovat
etc.	aj.
be all ears	být jedno ucho
Platonic	platónský
Popperian	popperovský
appropriate	na místě
illocutionary	ilokuční
illocution	ilokuce
utterance	promluva
locutionary	lokuční
perlocutionary	perlokuční
generalized	zobecněný
implicature	implikatura
listener	posluchač
in advance	předem
plateau	náhorní plošina
enrich	obohatit
arrive	dospět
encoded	kódovaný
encoding	kódování
argumentation	argumentační
reverse	zpátečka
neutral	neutrál
included	spadat
sublimation	sublimace
sublimate	sublimovat
Sion	Sión
Kantian	kantovský
Hegelian	hegelovský
Fichtean	fichtovský
Platonic	platonský
Socratic	sokratovský
Humean	humovský
Kuhnian	kuhnovský
Protagoras	Prótagorás
uraninite	uranin
-ian	-ovský
narcissist	narcista
neo-testamentary	novozákonní
straight away	rovnou
spooky	strašidelný
lecture hall	posluchárna
loss-making	ztrátový
newsboy	kamelot
Silesian	slezský
competitiveness	konkurenceschopnost
competitive	konkurenceschopný
metal industry	kovoprůmysl
rockery	skalka
perjury	křivé svědectví
youthful	mladický
strength	silná stránka
weakness	slabá stránka
needles	jehličí
laboriousness	pracnost
shameless	bezostyšný
shamelessly	bezostyšně
presbyopia	vetchozrakost
kypřící prášek	kypřící prášek
baking powder	prášek do pečiva
pastries	pečivo
baked	pečený
parasitosis	parazitóza
fornication	smilstvo
matura	maturita
matura	maturitní zkouška
gomoku	piškvorky
Colt	kolt
procure	obstarat
fence	ohrada
previously	předtím
electricity	elektrika
sawdust	pilina
tendency	tendence
whirl	rej
scroll bar	posuvník
Gulf of Mexico	Mexický záliv
destroyer	torpédoborec
promise breaker	slibotechna
visionary	vizionář
občanské sdružení	o.s.
synovial	synoviální
half	půl
quarters	třičtvrtě
applicant	uchazeč
chaise longue	šezlong
assembling	sestavení
lžíce na boty	lžíce na boty
macro-	makro-
tribune	tribun
immaterial	nehmotný
dream book	snář
idler	nemakačenko
idler	povaleč
idler	flákač
idler	zahaleč
tonsillitis	tonzilitida
symptomatic	symptomatický
phenomenon	zjev
Malagasy	malgaština
worthwhile	kloudný
heaped	vrchovatý
passenger	pasažér
surcharge	příplatek
veteran	veterán
passage	pasáž
massage	masírovat
dump	smetiště
web	webový
co-author	spoluautor
colleague	spolupracovník
female duck	kačena
birth	pokrevní
cartilaginous fish	paryba
freshwater	sladkovodní
cock-a-doodle-doo	kikirikí
bacterial infection	bakterióza
viral infection	viróza
harpist	harfenistka
harpist	harfistka
harpist	harfenista
harpist	harfista
purification	lustrace
contingency	kontingenční
kontingenční tabulka	kontingenční tabulka
bitch	čúza
addiction	adikce
Vietnamese	vietnamský
war	válečný
price	cenový
currency	měnový
Parisian	pařížský
London	londýnský
Olomouc	olomoucký
Moravian	moravský
Ostrava	ostravský
Pardubice	pardubický
hotel	hotelový
Ukrainian	ukrajinský
Persian	perský
Israeli	izraelský
Israeli	Izraelec
Saudi	saudský
Saudi	saúdský
Usti	ústecký
Viennese	vídeňský
Zlin	zlínský
Californian	kalifornský
hospital	špitál
cities	Sázava
moral	mravní
Elbe	Pardubice
bezpečnostní díra	bezpečnostní
central	centrální
central	ústřední
bank	bankovní
evening	večerní
early morning	ranní
Karlovy Vary	karlovarský
Bohemia	Karlovy Vary
Ore Mountains	Krušné hory
tennis	tenisový
golf	golfový
philosophical	filosofický
horse	koňský
Palestinian	Palestinec
Palestinian	palestinský
Děčín	děčínský
Jihlava	jihlavský
city	Karviná
Easter	velikonoční
Giant Mountains	Krkonoše
Prague	Kolín
city	Prostějov
Litvínově	Litvínov
town	Beroun
place	Vítkovice
city	Znojmo
Metuje	Náchod
town	Písek
Prague	Jičín
Havířově	Havířov
confluence	soutok
Elbe	Mělník
Litavka	Příbram
Bečva	Vsetín
stellar	hvězdný
Bečva	Přerov
UNESCO	Kroměříž
stele	stéla
Ostrava	Opava
barracks	kasárny
Most	mostecký
four times	čtyřikrát
five times	pětkrát
six times	šestkrát
seven times	sedmkrát
eight times	osmkrát
nine times	devětkrát
ten times	desetkrát
hundred times	stokrát
destroy	destruovat
alarm	poplach
belt	řemen
tentative	tentativní
almost	takřka
so to speak	takříkajíc
regional	regionální
school	školní
human resources	personální
průvodní dopis	průvodní dopis
cover letter	motivační dopis
motivational	motivační
Amazon	amazonský
three	třípětinový
two	dvoutřetinový
four	čtyřpětinový
two	dvoupětinový
glasses	brýlový
flush	spláchnout
Spinus	čížek
Bohemian	Čížek
old age	starobní
toilet	hajzl
reader	čtečka
Slavist	slavista
lemmatizer	lemmatizátor
bovinní spongiformní encefalopatie	bovinní spongiformní encefalopatie
lemmatize	lemmatizovat
lemmatization	lemmatizace
dis-	dez-
business trip	služební cesta
technological	technologický
homeless woman	bezdomovkyně
discount rate	diskontní
sprinter	sprinterka
great-grandson	pravnuk
great-grandmother	prababička
great-grandfather	pradědeček
polar circle	polární kruh
pharmaceutical	farmaceutický
female analyst	analytička
tourism	turismus
signatory	signatář
Olympic	olympijský
travel	cestovní
holistic	holistický
holist	holista
chairwoman	předsedkyně
sanctuary	svatyně
mocninný zákon	mocninný
convergent	konvergentní
ephemeral	efemérní
employee	zaměstnanecký
salary	platový
rubber	gumový
value	hodnotový
property	majetkový
Cuban	kubánský
Yugoslav	jugoslávský
Yugoslav	Jugoslávec
female Yugoslav	Jugoslávka
ski	lyžařský
skier	lyžař
Islamic	islámský
emperor	císařský
concrete	betonový
Muslim	muslimský
rock	rockový
budget	rozpočtový
automotive	automobilový
medical	zdravotnický
hockey	hokejový
presidential	prezidentský
totalitarian	totalitní
senate	senátní
growth	růstový
softwarový inženýr	softwarový
consumer	spotřebitelský
písečná bouře	písečný
imperial	říšský
Bavarian	bavorský
Bavarian	bavorština
source	zdrojový
very low	nizoučký
advertising	reklamní
railway	železniční
cock-a-doodle-doo	kykyryký
noodles	nudle
anesthesiology	anesteziologie
anesthesiological	anesteziologický
anesthesia	anestezie
anesthetic	anestetický
pharmacy	lékárenství
intelligence	rozvědka
counterintelligence	kontrarozvědka
Moravian	moravskoslezský
Bohemian	českomoravský
West Bohemian	západočeský
East Bohemian	východočeský
Hradec Králové	královéhradecký
South Bohemian	jihočeský
North Bohemian	severočeský
České Budějovice	českobudějovický
Hradec Králové	hradecký
Venetian	benátský
southeast	jihovýchod
southwest	jihozápad
northwest	severozápad
northeast	severovýchod
southeast	jihovýchodní
southwest	jihozápadní
northeast	severovýchodní
northwest	severozápadní
load	načíst
Mary	mariánský
ladies	dámský
gentlemen	pánský
lemon	citronový
collective	kolektivní
teaching	učební
Republican	republikánský
marriage	manželský
consulting	poradenský
business	podnikatelský
sound	zvukový
collapse	zřítit
audiovisual	audiovizuální
terminal	terminální
airport	letištní
logistics	logistika
logistical	logistický
female candidate	kandidátka
obsessed	posedlý
mobile	mobilní
rightful	právoplatný
bodily	tělní
body	tělový
rock	skalní
shoot	picat
disyllabic	dvouslabičný
trisyllabic	trojslabičný
tetrasyllabic	čtyřslabičný
tokají	tokaj
Thomist	tomista
of age	plnoletý
two	dvouletý
three	tříletý
five	pětiletý
six	šestiletý
seven	sedmiletý
eight	osmiletý
nine	devítiletý
ten	desetiletý
one	jednoletý
thirty	třicetiletý
twenty	dvacetiletý
forty	čtyřicetiletý
meal voucher	stravenka
four	čtyřletý
inference	inferenční
conventional	konvenční
foreign countries	zahraničí
customer	zákaznický
utopian	utopista
hot air	horkovzdušný
full text	fulltextový
full text	plnotextový
text	textový
text	textovka
zmizet po anglicku	zmizet po anglicku
train	cuk
root	kořenový
career	kariérní
prairie	prérijní
prairie	prérie
hang	hodit mašli
very near	blizoučký
kozlík lékařský	kozlík lékařský
Valeriana officinalis	baldrián
rested	odpočatý
rest	odpočinout
rested	odpočinutý
Fowler	Fowlerova poloha
orthopneic	ortopnoický
orthopnea	ortopnoe
epoxide	epoxid
resin	pryskyřice
epoxy	epoxidový
polypropylene	polypropylen
afraid	kdo se bojí, nesmí do lesa
prick	píčus
on	pěší
košík	nákupní
perspective	perspektivní
bolt from the blue	blesk z čistého nebe
prospective	nastávající
upcoming	nadcházející
headquarters	centrála
dude	čoveče
first	prvý
Armenian	Arménec
Armén	Arménka
dude	čéče
Copt	Kopt
piffle	kec
kid	dělat legraci
change	převléknout
tomato	rajské jablíčko
atmospheric	atmosférický
colorful	pestrobarevný
paradise	rajský
deletion	smazání
inferiority complex	komplex méněcennosti
transgressive	vra
conquest	dobytí
conquered	dobytý
fortunately	bohudík
person	feťák
cold temperature	kláda
rude	dršťka
muzzle	držka
hobble	belhat
reluctant	zdráhat
good person	dobrák
diagonal	uhlopříčka
jihad	džihád
onomatopoeia	onomatopoie
onomatopoeic	onomatopoický
onomatopoeic	zvukomalebný
onomatopoeia	zvukomalba
onomatopoeia	onomatopoion
much	mnohem
material	materiální
prompt	dochvilný
undersea	podmořský
underwater	podvodní
unicycle	jednokolka
unicycle	monocykl
speech therapist	logoped
corneal	rohovkový
corneal	korneální
disinfection	dezinfekce
obese	obézní
urbanization	urbanizace
dumb	blbý
vocal	komunistobijec
calculate	vypočítat
again	znova
tuxedo	kvádro
frightened	vyděšený
frighten	vyděsit
všude dobře, doma nejlépe	nejlíp
together	společně
together	navzájem
vodní meloun	vodní meloun
unnecessary	nepotřebný
blouse	halena
tyranny	krutovláda
as	jelikož
as	poněvadž
wonderful	báječný
magnificent	velkolepý
shrew	rejsek
haddock	treska skvrnitá
boa	hroznýš
automated	automatizovaný
indignation	rozhořčení
demanding	náročný
pokusný králík	pokusný králík
rubbish	blbost
wally	blb
judoka	judista
injustice	křivda
testify	svědčit
nominální hodnota	nominální hodnota
outfox	přechytračit
police raid	razie
piss	chcanky
send	posílat
party	kontrahent
big	rozměrný
crying	brek
mascara	řasenka
explain	vysvětlovat
traveling	kroky
purposefully	úmyslně
dysplasia	dysplasie
annual	každoroční
annually	každoročně
transgressive	duse
dung beetle	hovnivál
airplane	letoun
vice	nešvar
domino mask	škraboška
the	čím
even	dokonce
penis	lofas
oil spill	ropná skvrna
goal area	brankové území
penalty box	pokutové území
highlight	melír
neuropsychology	neuropsychologie
here	odsud
somewhere	odněkud
another place	odjinud
some way	někudy
look	koukat
