where	on
theologically	teològicament
theological	teològic
owl	mussol
subtly	subtilment
sow	truja
true	vertader
dazzle	enlluernar
dazzling	enlluernador
seriousness	serietat
addicted	heroïnòman
nutcracker	trencanous
crossbelt	bandolera
marabou	marabú
phonetician	foneticista
mechanization	mecanització
mechanize	mecanitzar
ravine	rambla
mill	molinar
hydromassage	hidromassatge
collector	col·leccionista
base de dades relacional	base de dades relacional
bases de dades relacionals	bases de dades relacionals
unbutton	desbotonar
allege	al·legar
vandal	vàndal
go by	transcórrer
break-up	trencament
hill	tossal
closing	tancament
lordship	senyoria
lord	senyorial
wedding	núpcies
neoclassical	neoclàssic
cloudy	nebulós
lyrical	líric
Genovese	genovès
atlas	atlant
housing	allotjament
Callitrichidae	tití
milling	molinada
last	proppassat
seaside marsh	marjal
confluence	confluència
dear	benvolgut
diatomic	diatòmic
dignitary	dignatari
disadvantage	desavantatge
sweep	escombrar
anti-Chavist	antichavista
homogeneously	homogèniament
homogeneous	homogeni
cessation	cessació
stubbornness	tossuderia
scree	tartera
pitcher	gerro
spontaneity	espontaneïtat
in secret	en secret
segregation	segregació
self-destructive	autodestructiu
red fox	rabosa
senility	senilitat
lucidity	lucidesa
lucid	lúcid
lucidity	luciditat
lucidly	lúcidament
sentimentally	sentimentalment
geometrically	geomètricament
automatically	automàticament
gazelle	gasela
incessantly	incessantment
heroically	heroicament
humility	humilitat
hearer	oïdor
unhappily	infeliçment
incoherence	incoherència
inanimate	inanimat
inextinguishable	inapagable
inextinguishable	inextingible
extinguishable	extingible
extinguishable	apagable
unaltered	inalterat
inaudible	inoïble
unsingable	incantable
funeral home	funerària
uncertainty	incertesa
certainty	certesa
unclassifiable	inclassificable
classifiable	classificable
inedible	immenjable
edible	menjable
psychoanalysis	psicoanàlisi
psychoanalytic	psicoanalític
uncountable	incomptable
undecided	indecís
shelf	prestatge
scroll	rotlle
mumps	tacons
launderette	bugaderia
turkey	gall dindi
versatility	versatilitat
individuality	individualitat
indoctrination	adoctrinament
undocumented	indocumentat
clock	rellotger
requirement	requisit
robotics	robòtica
Leonese	lleonès
excentric	excèntric
egalitarian	igualitari
egalitarianism	igualitarisme
hyperbaton	hipèrbaton
anastrophe	anàstrofe
litotes	lítote
anacoluthon	anacolut
anaphora	anàfora
antiphrasis	antífrasi
gourmet	gurmet
withdraw	desafectar
fun	gresca
biogenesis	biogènesi
radiologist	radiòleg
charcoal pile	carbonera
navel	llombrígol
carpet	catifa
profess	professar
United Arab Emirates	Emirats Àrabs Units
thank you	mercès
elderly	ancià
artisanal	artesà
pen	bolígraf
hut	cabanya
placard	cartell
ticket	cupó
effervescent	efervescent
eternally	eternament
fable	faula
chilling	frigorífic
recording	gravació
erase	esborrar
tapestry	tapís
everywhere	pertot
unedited	inèdit
judicially	judicialment
leucemia	leucèmia
praise	lloança
luxurious	luxós
machoistic	masclista
mystical	místic
nobility	nobiliària
marketing	màrqueting
mistreatment	maltractament
male chauvinism	masclisme
massager	massatjador
mistreat	maltractar
maim	malferir
spoil	malmetre
neatly	nítidament
Nordic	nòrdic
participative	participatiu
paedophilia	pedofília
peripheral	perifèric
paraphilia	parafília
power	potestat
predictable	predictible
privacy	privacitat
proposition	proposició
recreative	recreatiu
welcome	acollida
company	acompanyament
coming	adveniment
profit	aprofitament
Caria	Cària
Cato	Cató
Clement	Climent
Comnenus	Comnè
punctuality	puntualitat
punctually	puntualment
fermentation	fermentació
generalization	generalització
unusual	insòlit
dulzaina	dolçaina
perigee	perigeu
full moon	lluna plena
wholly	del tot
that is	és a dir
decrease	minvar
shine	lluentor
bride	núvia
poison	enverinar
democrat	demòcrata
drip	degotar
revelation	revelació
dismount	desmuntar
social network	xarxa social
cryptoporticus	criptopòrtic
-phile	-fil
move	bellugar
by hand	a mà
disinterest	desinterès
nowadays	avui dia
adorned	refistolat
pretentious	pretensiós
pretentiously	pretensiosament
shorten	escurçar
credibility	credibilitat
crunchy	cruixent
toilet	vàter
warning	advertiment
desert	desèrtic
dubbing	doblatge
poisoning	enverinament
arid	àrid
whisper	xiuxiueig
chemotherapy	quimioteràpia
precariousness	precarietat
motherhood	maternitat
legality	legalitat
intuitive	intuïtiu
etymological	etimològic
profit	guany
clinical	clínic
cowardly	covard
afflict	acorar
co-official	cooficial
subversive	subversiu
subversively	subversivament
twist	retorçar
bowel	entranya
episodic	episòdic
contemporaneous	coetani
numerical	numèric
punctuation	puntuació
privileged	privilegiat
surprise	sobtar
accountant	comptador
topical	tòpic
spiderweb	teranyina
background	rerefons
cover	embolcall
despite	tot i
mosquito net	mosquitera
continuer	continuador
mess up	pifiar
abyss	abís
warning	avís
sitting	seguda
rawness	cruesa
enslavement	esclavització
enslave	esclavitzar
Catalanism	catalanada
curtain	teló
sharp	punyent
lingering illness	xacra
waste	deixalla
Trumpist	trumpista
drop	davallada
block	bloquejar
clear out	desbrossar
tend	tendir
transfer	cessió
awarding	condecoració
flipside	contrapunt
round	convocatòria
chaplain	capellà
Crassus	Cras
Romania	Dàcia
Darius	Darios
kind	desprès
downfall	desfeta
displacement	desplaçament
discographic	discogràfic
divinity	divinitat
Eleanor	Elionor
reservoir	embassament
storage	emmagatzematge
warm-up	escalfament
evolutive	evolutiu
stifling	ofegat
suspicion	sospita
knot	lligada
comeback	remuntada
annoyed	enfadat
fine	composar
ownership	pertinença
suggestion	suggeriment
roll-up	rotllo
Gascony	Gascunya
Gaston	Gastó
Germanicus	Germànic
George	Giorgi
Cnaeus	Gneu
Gerard	Guerau
Wilfred	Guifré
limp	coixejar
summer holiday	estiueig
emotional	emotiu
alley	carreró
near	apropar
staunch	acèrrim
anguish	angoixar
ventilation	ventilació
judicialization	judicialització
Lepidus	Lèpid
Luther	Luter
Livy	Livi
Lucullus	Lucul·le
Herodotus	Heròdot
hacienda	hisenda
Honorius	Honori
Hugh	Hug
Pallars Jussà	Hortoneda
fail	fallir
Sinai	Sinaí
Mauritius	Maurici
standing out	destacament
cathedra	càtedra
exile	bandejar
sweet-toothed	llaminer
hidden	ocult
cockroach	panerola
hesitation	titubeig
disguise	disfressar
disguise	disfressa
radicalization	radicalització
xenophobia	xenofòbia
far-right	ultradretà
remorse	remordiment
neoliberalism	neoliberalisme
clause	clàusula
poll	enquesta
poll	enquestar
evidently	evidentment
fascinating	fascinador
Eurocentrism	eurocentrisme
abuse	abús
authenticity	autenticitat
shiver	calfred
commemorative	commemoratiu
decipher	desxifrar
insinuation	insinuació
detective	detectiu
decompress	descomprimir
warning	advertència
undress	despullar
cauliflower	bròquil
cauliflower	bròquil blanc
broccoflower	bròquil verd
broccoli	bròcoli
plug in	endollar
unplug	desendollar
freckled	pigat
embarrassed	avergonyit
complication	complicació
decimate	delmar
pendulum	pèndol
embarrassing	vergonyós
true	verdader
totem	tòtem
tandem	tàndem
tweet	tuitejar
total	totalitzar
vice-champion	subcampió
sensuality	sensualitat
filming	rodatge
low	ínfim
regulate	regularitzar
incarnate	encarnat
early	d'hora
Strabo	Estrabó
mosso d'esquadra	mosso d'esquadra
assign	assignar
sidewalk	vorera
vehemently	vehementment
bureaucratic	burocràtic
curious	curiós
availability	disponibilitat
pocket	embutxacar
league	llegua
town	Malpàs
Commonwealth	Mancomunitat
commonwealth	mancomunitat
Manuel	Manel
Medici	Mèdici
evaluate	avaluar
baldness	calvície
cohesion	cohesió
accomplice	còmplice
discount	descompte
emblematic	emblemàtic
deceit	engany
mossos d'esquadra	mossos d'esquadra
heap up	agrumar
holiness	beateria
arms	blasó
conference	conferenciant
bovine	bòvid
cub	cadell
warmth	caliditat
clarify	aclarir
affluent	adinerat
anti-aircraft	antiaeri
cubic	cúbic
short film	curtmetratge
feature film	llargmetratge
desperate	desesperat
discrimination	discriminació
customs	duana
ephemeral	efímer
delay	endarreriment
flirt	flirtar
homophobic	homòfob
homophobe	homòfoba
ideological	ideològic
indisputably	indiscutiblement
costly	costós
auditory	auditiu
cosmetic	cosmètic
cosmetology	cosmètica
detailed	detallat
deterioration	deteriorament
sadden	entristir
boyfriend	nòvio
she-bear	óssa
vinegar bottle	vinagrera
isolationist	aïllacionista
disqualification	desqualificació
destructive	destructiu
nurse	infermer
minimize	minimitzar
pedestrian	vianant
handful	grapat
handful	a grapats
coup de grâce	cop de gràcia
chestnut	castanyada
lately	darrerament
lately	últimament
epic	èpic
eponymous	epònim
girlfriend	nòvia
square	escairar
a l'hora	a l'hora
midnight	hora zero
sunset	posta de sol
beating	batuda
scaffolding	bastida
witticism	acudit
Linum suffruticosum	maleïda
success	reeixida
shake	remenada
shake	sacsejada
berth	amarrador
colloquy	col·loqui
range	escalat
salt cod	esqueixada
crossword	encreuats
exit	eixida
digestion	païda
scolding	pentinada
goodbye	acomiadar
adjustment	ajust
beat	batec
drawer	calaix
complicity	complicitat
discreetly	discretament
encircle	cenyir
controversial	polèmic
cheat	patota
pharyngitis	faringitis
relief	alleujament
disappointment	decepció
entertainment	entreteniment
specimen	espècimen
fertility	fertilitat
fundamentalist	fonamentalista
iconic	icònic
makeup	maquillatge
absolution	absolució
acrobatic	acrobàtic
cyberspace	ciberespai
eviction	desallotjament
entrepreneurial	emprenedor
charm	encant
can	enllaunar
exclusion	exclusió
indefinitely	indefinidament
scorn	menyspreu
objection	objecció
hallway	passadís
crush	aixafar
additionally	a més
knowing	coneixedor
debate	debatre
falsehood	falsedat
extremism	extremisme
ravenous	famèlic
chilling	esgarrifós
rumor	rumorejar
repressive	repressiu
Shiite	xiïta
tray	safata
sharpen	esmolar
basket	cistell
report	reportatge
translatable	traduïble
editing	muntatge
pitiful	galdós
a little	un xic
enriching	enriquidor
enrich	enriquir
cocktail	còctel
offense	greuge
setback	contratemps
host	amfitrió
thematic	temàtic
for free	de franc
pay	costejar
in principle	en principi
stoke	espavilar
misogynistic	misogin
precise	precís
start	engegar
day before yesterday	abans-d'ahir
chatty	xerraire
chat	xerrar
decorative	decoratiu
abortion	avortament
abort	avortar
tile	teula
cross-eyed	guerxo
terrify	aterrir
lumber room	traster
remiss	remís
leak	filtració
medication	fàrmac
chat	xerrada
adherence	adherència
affective	afectiu
hostel	alberg
threatening	amenaçador
sunny	asolellat
whiten	blanquejar
bunker	búnquer
cognitive	cognitiu
competitiveness	competitivitat
disconnect	desconnectar
integrity	integritat
goat's-beard	barba de cabra
weapon dance	ball de bastons
firewood	llenya
granary	graner
rape	violació
veracity	veracitat
triumphant	triomfador
reed	inxa
bike lane	carril bici
recommendable	recomanable
panic	pànic
productivity	productivitat
messenger	missatger
tiny bit	miqueta
interim	interí
abnormality	anormalitat
conformity	conformitat
cavity	càries
Yolande	Violant
Villefranche	Vilafranca
Vitalis	Vidal
Green	Verd
vassal	vassallatge
Vallès Occidental	Vallès
Valens	Valent
whiplash	tralla
sesquilingual	sesquilingüe
sock	mitjó
relieve	alleujar
snack	berenar
heating	calefacció
underground	soterrani
moving	commovedor
inhospitable	inhòspit
shoemaker	sabater
paleontologist	paleontòleg
yoga	iogui
canine tooth	ullal
stagger	tentines
merciless	despietat
chimney sweep	escura-xemeneies
little while	estoneta
mane	crinera
duckling	aneguet
pantry	rebost
whole	íntegre
chauffeur	xofer
visibility	visibilitat
gypsy	bomià
Stableford	stableford
unfortunately	desgraciadament
partridge	perdigó
as soon as	tan bon punt
once	un cop
movement	bellugueig
uproar	enrenou
bed	jaç
parapet	ampit
cloven hoof	unglot
Great Britain	Gran Bretanya
seller	venedor
adoptive	adoptiu
praise	alabança
cardboard	cartó
clarity	claredat
coherence	coherència
disqualify	desqualificar
create	discórrer
advise	assessorar
runaway	desbocat
eviction	desnonament
puppet	titella
onion	calçot
grill	calçotada
starry	estelat
really	de debò
lengthwise	al llarg
through	al llarg de
blaze	flamarada
scarf	cruspir
fierce	ferotge
just	tot just
piglet	garrí
fatten	engreixar
grease	greixar
spark	espurnejar
spark	espurna
facsimile	facsímil
exanthem	exantema
review	ressenya
laborious	escarrassat
leisure	lleure
slaughterhouse	escorxador
sooner or later	tard o d'hora
vial	fiola
microfossil	microfòssil
schematize	esquematitzar
break	esbotzar
lay down	ajeure
step	graó
beech grove	fageda
hungry	afamat
copper	courenc
ethylene	etilè
acetylene	acetilè
alkane	alcà
alkene	alquè
alkyne	alquí
dean	degà
farewell	acomiadament
relationship	afinitat
get rid of	desempallegar
overwhelming	aclaparador
caw	grallar
by far	de molt
as for	pel que fa a
just like	com ara
fragment d'Okazaki	fragment d'Okazaki
kick	guitza
bite	queixalada
heavy	feixuc
as	a mesura que
charge	envestida
push	empenta
stupid	beneit
commandment	manament
bottle	flascó
enchant	embadalir
milk	munyir
get	clissar
drip	regalimar
whip	fuetejar
milking	munyida
bramble	bardissa
spy	espieta
on all fours	de quatre grapes
playful	enjogassat
prostitute	prostitut
going	anada
baggage	bagatge
canonical	canònic
canonically	canònicament
domestic	domèstic
delay	endarrerir
sorghum	melca
retirement	jubilació
conjecture	albirar
talk	enraonar
crust	rosegó
receptive	receptiu
sniff	ensumada
hoarse	enrogallar
all over	a tort i a dret
impoverish	empobrir
formative	formatiu
ineffective	ineficaç
merely	merament
audiobook	audiollibre
beige	beix
quartz	quars
breakfast	desdejuni
stream	rierol
drunken	ebri
asparagus	espàrrec
oboe	oboè
boy	xicot
corn	blat de moro
corn	dacsa
Moorish	moresc
maize	milloc
strike	tupar
rye	sègol
bellow	bramul
dispersed	dispers
cocaine	cocaïna
consent	consentiment
misfortune	desgràcia
sticky	enganxós
cover	endrapar
aphrodisiac	afrodisíac
catalyst	catalitzador
confession	confessió
hybrid	híbrid
throw	abraonar
close	aclucar
flashlight	llanterna
historicist	historicista
glanders	borm
qigong	txi-kung
Razès	Rasès
supercup	recopa
La Jonquera	Requesens
Rhone	Roine
Primus	Prim
Pliny	Plini
Otto	Otó
Boniface	Bonifaci
Ionia	Jònia
Palatinate	Palatinat
Parthia	Pàrtia
Peniscola	Peníscola
Garrotxa	Rocabertí
Ripollès	Ripoll
DDR	RDA
Baix Camp	Prades
Paschal	Pasqual
comarca	Osona
municipality	Oriola
town	Olot
Narcissus	Narcís
Monzón	Montsó
municipality	Montesa
Mithridates	Mitridates
Jurassic	Juràssic
Triassic	Triàsic
Ulldeter	Ter
Theodosius	Teodosi
Theodoric	Teodoric
Tarsus	Tars
Timur	Tamerlà
comarca	Talarn
Hispania Tarraconensis	Tarraconense
Seleucus	Seleuc
Caspe	Casp
immature	immatur
Garraf	Sitges
Solsonès	Solsona
Segrià	Sunyer
Sextus	Sext
el	Segre
Sant Martí Sarroca	Sarroca
Tremp	Sapeira
ashtray	cendrer
nihonium	nihoni
colloquially	col·loquialment
hypernymic	hiperònim
prosody	prosòdia
rashness	rauxa
-poly	-poli
hail	calamarsa
hailstorm	calamarsada
synaesthesia	sinestèsia
Garrotxa	Besalú
Byzantium	Bizanci
Alta Ribagorça	Boí
recreation	esbarjo
skin	pellofa
lucky	ditxós
brass	llautó
track	petjada
skepticism	escepticisme
instinct	instint
stiff	entercar
sprout	rebrot
brutality	brutalitat
clapperboard	claqueta
morsel	bocí
syrup	almívar
pedagogical	pedagògic
antelope	antílop
sleep	lleganya
cram	embotir
light	làmpada
bulk	a granel
old maid	agüelo
fold	replec
cold meat	embotit
calm	apaivagar
cram	apinyar
Phanes	Fanes
feature	accidentar
stun	atordir
velodrome	velòdrom
tonnage	tonatge
tedious	tediós
poll	sondeig
loneliness	soledat
simulation	simulació
sanction	sanció
robbery	robatori
laughter therapy	risoteràpia
regularisation	regularització
