how	en
heddle	hafald
rawness	hrái
wild	ólmur
untruthful	ljúgfróður
truthful	óljúgfróður
truthful	ólyginn
amble	skeiða
plough	erja
whisper	pískra
napkin	munnþurrka
fierce	greypur
whisper	hvískra
hyena	hýena
jade	jaði
burden	íþyngja
bleating	jarmur
shoeing	járning
ropemaker	kaðlari
cabin	káeta
submarine	kafbátur
canary	kanarífugl
dirty	kámugur
camphor	kamfóra
cold	kaldlyndur
desire	löngun
pleasure	nautn
attractive	aðdráttarafl
attraction	aðdráttur
insinuation	aðdróttun
howl	emja
doorway	gátt
plot	makka
walk	lötra
saunter	slangra
mediator	miðlari
client	biðlari
stratus	þokuský
cumulus	bólstraský
bolster	bólstur
stratocumulus	flákaský
brag	skruma
constitution	stjórnarskrá
separate	aðgreina
pure	helber
loanword	tökuorð
denote	tákna
overweening	ofvæni
hinder	tálma
slip	millipils
suddenly	snögglega
suddenly	hastarlega
sudden	hastarlegur
harmony	samræmi
compare	stigbreyta
comparison	stigbreyting
nitrogen	köfnunarefni
perish	farast
kleptomania	stelsýki
thieving	stelvís
Bronze Age	bronsöld
Stone Age	steinöld
ice age	ísöld
redshank	stelkur
beak	goggur
gaff	ífæra
high card	háspil
two pair	tvö pör
full house	fullt hús
straight flush	litaröð
litaröð	konungleg litaröð
confuse	glundra
reproduction	æxlun
breed	æxla
ugly	ófríður
bad luck	óhamingja
tornado	skýstrokkur
churn	strokkur
tornado	skýstrókur
column	strókur
good	fríðleiki
-fold	-faldur
sore	aumur
ladle	eysill
embroider	baldýra
embroider	bródera
trouble	ómaka
babble	babla
cape	múli
boastful	sjálfhælinn
driver's license	ökuleyfi
shy	fælinn
weakling	væskill
cry	væla
nausea	væma
nauseous	væminn
prostitute	vændiskona
prostitute	skækja
seaworthy	haffær
navigable	skipgengur
passable	gengur
boathouse	bátaskýli
shelter	skýli
shelter	afdrep
draft	djúprista
steamship	eimskip
steam	eimur
space	geimur
spaceship	geimfar
space travel	geimferð
space station	geimstöð
station	stöð
terminus	endastöð
whaling station	hvalstöð
power station	rafstöð
passenger	farþegi
liner	farþegaskip
ferryman	ferjumaður
freedman	frelsingi
frigate	freigáta
galley	galeiða
kink	gálma
carrack	karkari
dry	þerrinn
recipient	þiggjandi
knorr	knörr
expedition	leiðangur
malleable	þjáll
torment	þjaka
subjugate	undiroka
enslave	þrælka
yoke	klafi
redeemable	innleysanlegur
irredeemable	óinnleysanlegur
redeem	innleysa
excitement	æsingur
phlebitis	æðabólga
varicose vein	æðahnútur
arteriosclerosis	æðakölkun
sclerosis	kölkun
vascular	æðakerfi
thrombosis	æðastífla
dare	þora
supply	forði
male	æðarbliki
female	æðarkolla
veined	æðóttur
eiderdown	æðardúnn
casting	varp
rage	æðigangur
hothead	æðikollur
hothead	þjösni
genetics	erfðafræði
neurology	taugafræði
optic nerve	sjóntaug
sciatic nerve	settaug
mad	æðisgenginn
fit	æðiskast
super	æðislegur
despondency	æðra
despond	æðrast
despondent	æðrufullur
undaunted	æðrulaus
fierce	æfur
summary	ágrip
tracksuit	æfingagalli
awful	ægilegur
awfully	ægilega
frighten	ægja
joker	æringi
honest	ærlegur
do	vanda
well-made	vandaður
honourable	siðsamur
gentleman	prúðmenni
genteel	prúður
gentlemanly	prúðmannlegur
keg	legill
gentlemanliness	prúðmennska
exciting	ærandi
trick	prettur
deceitful	prettvís
deceitfulness	prettvísi
preacher	predikari
sermon	predikun
romp	ærsl
frolic	ærslast
dishonourable	ærulaus
dishonour	æruleysi
defame	ærumeiða
defamation	ærumeiðing
defamatory	ærumeiðandi
speedwell	æruprís
speedwell	depla
venerable	æruverður
outer	æs
literal	bókstaflegur
literally	bókstaflega
transparent	gagnsær
sensation	æsifregn
sensational	æsilegur
incitement	æsing
agitator	æsingamaður
desirable	æskilegur
torture	píning
bundle	pinkill
package	böggull
dispatch	afgreiða
warn	aðvara
sunrise	sólarupprás
trunk	koffort
bacterium	baktería
Crete	Krít
sorcery	kukl
panther	pardusdýr
deal	peðra
sneak	paufa
banister	pílári
earflap	spæll
inquisitive	spurull
inquisitiveness	spurulsemi
-ness	-semi
sterile	ófrjór
infertility	ófrjósemi
fertility	frjósemi
randomness	handahóf
sloping	hallur
twilight	húm
dawn	afturelding
dawn	dagrenning
flight	svif
pole	stöng
admiral	aðmíráll
admiral	flotaforingi
large	stampur
vessel	ílát
sponge	svampur
tap	krani
shine	glansa
gleam	glampi
brine	pækill
walk	plampa
splash	skvampa
graph theory	netafræði
graph theory	graffræði
rock	ramba
rock	rugga
rotten	rotinn
burp	ropi
calm	rór
elderly	roskinn
novel	róman
confuse	rugla
hold	rúma
poor	ræfill
scientist	vísindamaður
lapwing	vepja
hasten	hraða
putty	kítti
putty	kítta
trunk	kistill
Arctic skua	kjói
mouthwash	munnskol
underwear	nærföt
fight	barátta
fight for freedom	frelsisbarátta
painter	listmálari
tomboy	gála
singer	söngvari
comet	halastjarna
Tuvalu	Túvalú
Phoenicia	Fönikía
fluent	reiprennandi
taste	bragðskyn
apron	baðmullarsvunta
excessive	ofbirta
spectator	áhorfandi
emphasis	áhersla
outcome	niðurstaða
half time	hálfleikur
dismissal	brottvísun
smuggler	smygill
recording	skráning
splash	gusa
database	gagnagrunnur
telephone number	símanúmer
albino	albínói
bland	bland í poka
itemise	sundurliða
regulation	reglugerð
hum	raula
raindrop	regndropi
raincoat	regnkápa
rainy	regnlegur
inspector	eftirlitsmaður
copy	eftirmynd
worship	dýrkun
bog	dý
make use	hagnýta
practical	hagnýtur
box office	miðasala
crossword	krossgáta
hiding place	leyni
permitted	leyfilegur
assist	liðsinna
shampoo	sjampó
better	betra
tar	tjarga
part with	farga
mast	mastur
group	hópa
peritoneum	lífhimna
employee	starfsmaður
gemstone	gimsteinn
leader	fyrirliði
injury time	viðbótartími
alabaster	alabastur
magnifying glass	stækkunargler
offside	rangstæður
ideology	hugmyndafræði
enormously	gríðarlega
boast	grobba
boaster	raupari
boastful	raupsamur
minced	nautahakk
inebriate	ölva
drunkenness	ölvun
bulge	kúfur
rotten	maltur
matte	mattur
open	opinn
series	þáttaröð
laziness	hyskni
squeal	hvía
wistful	hyggjuþungur
hilly	hæðóttur
dishonour	svívirða
disgrace	smán
touchline	hliðarlína
goal line	markalína
opponent	mótherji
contradict	andmæla
contentious	andmáll
ball game	boltaíþrótt
penalty area	vítateigur
area	teigur
mark out	afmarka
centre circle	vallarmiðja
equal	jafnlangur
skilful	leikinn
addicted	drykkfelldur
eternity	eilífð
penalty shoot-out	vítakeppni
coward	heigull
cowardly	gungulegur
cowardly	ragur
swollen	bólginn
shortage	þrot
step	þrep
scratch	rispa
excellent	ítur
goalpost	marksúla
goalpost	markstöng
crossbar	markslá
six-yard box	markteigur
vertical	lóðréttur
horizontal	láréttur
midfielder	miðjumaður
goalkeeper	markmaður
free kick	fríspark
goal kick	markspyrna
mark	dekka
jellyfish	marglytta
ruffle	ýfa
overcast	alskýjaður
warm	ylja
silence	þagga
electoral register	kjörskrá
election	kjör
mustard	mustarður
ethanol	etanól
highborn	ættstór
placename	örnefni
despair	örvænta
decrepit	örvasa
decrepit	hrumur
work	önn
caravan	hjólhýsi
hypoxia	súrefnisskortur
homage	hylling
shears	klippur
bruised	marinn
prison	prísund
recently	nýverið
drum	tromla
subscription	áskrift
resignation	uppsögn
dismissal	afsetning
dismiss	afsetja
mustard	sinnep
hatch	klekja
outfit	búningur
changing room	búningsklefi
formal	formlegur
formally	formlega
culprit	sökudólgur
enrich	auðga
compass	sirkill
pair of compasses	hringfari
grumble	sífra
wonder	furða
rottenness	fúi
rugby	ruðningur
cricket	krikket
softball	mjúkbolti
hockey	hokkí
generous	veitull
teal	urtönd
price tag	verðmiði
opaque	ógagnsær
clue	vísbending
plot	reitur
bed	beð
assist	stoðsending
baggage	trúss
brewer	bruggari
plot	brugg
brewing	bruggun
brewery	brugghús
rust	ryðga
glorify	dásama
elderly	aldraður
fulmar	múkki
rot	fúna
tyre	hjólbarði
hatter	hattari
rupture	haull
gentle	gæfur
ennoble	göfga
nickname	gælunafn
event	viðburður
dishonour	óvirða
swing	vingsa
defender	verjandi
joie de vivre	lífsgleði
vitality	lífsþróttur
positive	jákvæður
tough	töffari
successful	farsæll
outsider	utangarðsmaður
pretty	laglegur
minimum	lágmark
deficient	lakur
misery	volæði
deceive	véla
huge	hrikalegur
huge	hriki
awfully	hrikalega
funnel	sýgill
corrugated iron	bárujárn
fortuitous	happadrjúgur
substantial	drjúgur
conceited	montinn
gentle	hógvær
loiter	drolla
honour	drengskapur
sincerity	heilindi
worthy	verðugur
dozen	tylft
scarab	tordýfill
rove beetle	jötunuxi
anger	hermd
hardy	herkinn
contract	herpa
contraction	herpingur
football	fótboltafélag
football	knattspyrnufélag
luggage	farteski
private	einkalíf
continually	einatt
combative	errinn
solar day	eykt
night	ótta
eykt	rismál
eykt	dagmál
eykt	miðaftann
evening	aftann
eykt	náttmál
tailor	skraddari
noble	tiginn
often	tíðum
funny	smellinn
funny	fyndinn
emerald	smaragður
topaz	tópas
mineral	steind
gain	öðlast
dwindle	þrjóta
choice	valinn
delight	yndi
noisy	ysmikill
decay	ýlda
infirm	hrörna
dilapidation	hrörnun
infirm	hrörlegur
strength	þrek
thole	þollur
endurance	úthald
bureaucrat	möppudýr
integral	heildi
weak	þreklaus
strong	þreklegur
weakness	þrekleysi
atheist	guðleysingi
heathen	heiðingi
heathendom	heiðindómur
atheist	trúleysingi
conditions	aðstæður
offside	rangstaða
insure	vátryggja
insurance	vátrygging
injury	meiðsli
accuse	kæra
boat	kæna
cunning	kænska
land	láð
bequeath	arfleiða
early	árla
protuberance	arða
hold	þinga
allot	úthluta
meeting	samfundur
census	manntal
lineage	kynkvísl
consistent	samkvæmur
able	herfær
unit	hersveit
exaggerate	öfga
chief	höfðingi
work	sýsla
evident	sýnn
quick	næmur
rheumatism	gigt
stare	blína
microwave oven	örbylgjuofn
microwave	örbylgja
common shelduck	brandönd
watercolour	vatnslitur
canvasback	dúkönd
pochard	skutulönd
harpoon	skutull
velvet scoter	korpönd
flamingo	flæmingi
Flanders	Flæmingjaland
Eurasian wren	músarrindill
robin	glóbrystingur
American robin	farþröstur
linnet	hörfinka
albatross	súlukóngur
ruddy shelduck	ryðönd
staircase	rið
fall	hrap
fall	hrapa
flesh	hvap
flesh	kvap
blame	laspra
rafter	raftur
refuse	hrat
considerable	töluverður
worthless	hrak
cackle	klak
chirping	kvak
graver	grafall
rag	leppur
underwool	þel
scraping	skaf
fennel	fennikka
chat	skraf
merlin	smyrill
gentle	þýður
mind	geð
reed	hræll
loom	hræla
wrapping	vaf
eavesdrop	hlera
walk	labba
nursing home	hjúkrunarheimili
memory	minnisspil
help	aðstoða
chewing gum	tyggjó
bookcase	bókaskápur
wardrobe	fataskápur
wardrobe	klæðaskápur
freezer	frystiskápur
filing cabinet	skjalaskápur
silly	heimskulegur
plum	plóma
e-mail	rafpóstur
snatch	hrifsa
fescue	vingull
unexpected	óvæntur
sweep	sópa
sorting	flokkun
tip	sturta
unkempt	úfinn
shower	steypibað
healthy	hraustur
healthy	hress
scent	angan
centre-back	miðvörður
full-back	bakvörður
winger	kantmaður
brush	bursta
whet	brýna
snowstorm	bylur
syntax	setningafræði
cement	sement
cast	steypa
sty	stía
creep	smjúga
forceful	magnaður
just	réttlátur
strength	þróttur
protest	mótmæli
juicy	safamikill
collector	safnari
collective noun	safnheiti
hectare	hektari
moss	mosi
submerge	kefja
demand	krefja
control	hemja
reprimand	átelja
confuse	glepja
refute	hrekja
refute	afsanna
grind	mylja
reverberate	bylja
echo	ymja
hide	dylja
boom	drynja
roar	hlymja
refuse	synja
thunder	þrymja
repeat	þylja
shut	lykja
commit	drýgja
evade	umflýja
renew	endurnýja
rage	gnýja
knock	knýja
computer science	tölvufræði
incite	etja
attest	votta
farmyard	hlað
say	kveða
slush	svað
consecration	vígsla
mourn	trega
sorrow	tregi
betroth	trúlofa
chatter	fjas
quarrelling	þras
quarrel	þrasa
bicker	þrefa
quarrel	þrátta
froth	froða
stick	loða
redden	roða
runner	dregill
autumnal	haustlegur
fool	auli
able	knega
permanent	varanlegur
idiot	flón
in cold blood	með köldu blóði
oatmeal	haframjöl
performance	frammistaða
shame	hneykja
bodyguard	lífvörður
conservatism	íhald
frame	rammi
equalisation	jöfnun
pen	tröð
pledge	pantur
við	pexa
open	opnast
rubbish	skran
paw	löpp
good luck	heppni
tranquility	værð
sold-out	uppseldur
discussion	umfjöllun
characteristic	einkunn
usual	venjulegur
hardly	naumlega
horrid	gríðarlegur
conflict	viðureign
ruler	drottnari
contract	sáttmáli
sideburns	barti
weed	illgresi
great-grandmother	langamma
great-grandfather	langafi
grumbling	nöldur
love	kærleiki
quarrel	karpa
chance	hending
transitive	gegnvirkur
weaken	veikla
rapid transit	snarlest
usage	málfar
production	framleiðsla
depth-first search	dýptarleit
breadth-first search	breiddarleit
convoy	bílalest
driver's license	ökuskírteini
siege	umsátur
Sanskrit	sanskrít
web-footed	fitfugl
barge	prammi
troll	tröllkona
devil	púki
wander	reika
snort	hnussa
hen	púta
colander	dörslag
stack	hlaði
firewood	eldiviður
self-portrait	sjálfsmynd
whaling	hvalveiði
weaver	vefari
hopefully	vonandi
porpoise	hnísa
narrator	sögumaður
skeleton	beinagrind
muddy	gruggugur
anxious	kvíða
anxiety	kvíði
anxious	kvíðinn
epic	kviða
fear	ugga
fear	uggur
lecture	fyrirlestur
windbreaker	úlpa
cook	kokkur
sturgeon	styrja
pessimistic	svartsýnn
slacken	slakna
slack	slakur
greenhouse	gróðurhús
starch	stífa
oppose	malda
hair	haddur
Volapük	volapuk
point	atriði
theme	þema
plan	skema
theta	þeta
damage	skemmd
difficulty	örðugleiki
snow globe	snjókúla
bauble	jólakúla
tallow	tólg
hostage	gísl
width	vídd
length	sídd
lousy	skítt
fence	girðing
speed	spítt
security	öryggisgirðing
commotion	múgæsing
agitation	hugaræsing
high	háþrýstingur
low	lágþrýstingur
pressure	þrýstingur
air pressure	loftþrýstingur
stiffen	stirðna
crack	brestur
security	öryggisbrestur
safety	öryggisgler
weakness	veikleiki
strength	styrkleiki
charm	þokki
peninsula	skagi
snowdrift	skafl
emery	smergill
reject	aftaka
captivate	gagntaka
tulle	tjull
absorb	meðtaka
repeat	tvítaka
except	undantaka
take over	yfirtaka
burst out laughing	skellihlæja
shaft	skaft
privy	náðhús
stench	fýla
sullen	fýldur
guide	fylgdarmaður
support	fylgi
follower	fylgjari
hiding place	fylgsni
cover	fylja
pub	pöbb
glow	bjarmi
hypnotize	dáleiða
brainless	heilalaus
surround	umkringja
fill	kúfa
arrangement	uppsetning
darken	dekkjast
run aground	stranda
security	öryggisstig
security	öryggisflokkur
security	öryggisfyrirtæki
unite	sameina
United Nations	Sameinuðu þjóðirnar
general assembly	allsherjarþing
security	öryggisráð
Security Council	öryggisráð Sameinuðu þjóðanna
glass	sjúss
Danelaw	Danalög
look	lúkk
satellite	gervitungl
weather satellite	veðurtungl
satellite	gervitunglamynd
weather	veðurtunglamynd
coffee maker	kaffivél
quintet	kvintett
chili pepper	eldpipar
restart	endurræsa
flawless	gallalaus
make up	sminka
washer	skinna
discomfort	óþægindi
tile	tigl
hearing	heyrn
hedge fund	vogunarsjóður
zero-grade	hvarfstig
transsexual	kynskiptingur
transgender	transfólk
message	boðskapur
sad	hnugginn
sigh	dæsa
rope	högld
contain	innihalda
promising	efnilegur
Italian	Ítali
friendly match	vináttuleikur
live	eiga heima
palm tree	pálmi
ambiguous	óskýr
civil disobedience	borgaraleg óhlýðni
obscene	klæmast
mouth	túli
fallow deer	dádýr
absolutely	laukréttur
centi-	senti-
slope	varpi
split	splitt
at the moment	sem stendur
calmness	rósemi
decrease	réna
view	útsýni
path	gönguleið
opposite	andstæður
rod	vöndur
director	forstjóri
horrible	hræðilegur
marvellous	stórkostlegur
shepherd	smalamaður
cruel	grimmur
grow	stækka
cautiously	varlega
shelter	skjól
use	notkun
shellfish	skelfiskur
adventurous	ævintýralegur
foreign	útlendur
membrane	skán
credible	trúlegur
unbelievable	ótrúlegur
incredibly	ótrúlega
true	trúr
disloyal	ótrúr
voice	tjá
caress	kjassa
waddle	kjaga
volcano	eldstöð
makeup	förðun
poor	lélegur
footballer	knattspyrnumaður
whetstone	brýni
anorexia	lystarstol
pilot	flugmaður
design	hanna
design	hönnun
bill	frumvarp
agree	samþykkja
resentment	þykkja
shallow	grynna
twine	tvinna
nag	bikkja
fussy	gikkur
bend	hlykkur
tug	hnykkja
tug	rykkja
cut	stykkja
print	þrykkja
tug	rykkur
nag	trunta
tug	svipta
frighten	styggja
fright	styggð
frighten	fæla
frightened	fælast
produce	bræla
press	bæla
gælunafn	gæla
move	kræla
pin	næla
hoe	pæla
peel	skræla
cry	skæla
smoke	svæla
quarrel	þvarga
quarrel	þræta
quarrel	þvarg
scrap	rifrildi
loop	sveigur
sorrow	hryggð
hasp	hespa
skein	viða
yell	gjalla
geography	landfræði
seam	saumur
moved	klökkna
darken	dökkna
battering ram	múrbrjótur
Brunei	Brúnei
steamship	dampskip
fail	klikka
apricot	apríkósa
Liberia	Líbería
Lebanon	Líbanon
banana	bjúgaldin
ceramic	keramik
turf	torfa
dry	þorna
hereby	hérmeð
to	til-
importer	innflytjandi
friendship	vinskapur
utterance	segð
segð	regluleg segð
aqueous film-forming foam	léttvatn
box	skrín
noblewoman	jarlsfrú
refresh	uppfæra
flatbread	lefsa
wolfling	feilan
nutrition	næring
dire wolf	gramúlfur
consciousness	vitund
wander	flakka
hiccup	hiksti
toothless	tannlaus
motorcycle	mótorhjól
wise	spakur
fibre	trefjar
misunderstanding	misskilningur
wolf	vargur
manuscript	handrit
set	leikmynd
recording	upptaka
care	umönnun
manufacturer	framleiðandi
hatch	lúga
tempest	ofviðri
binge	fyllirí
fate	sköp
different	mismunandi
case	tilfelli
fortune	auðna
wilderness	auðn
tub	klápur
subside	hjaðna
hack	hjakka
babble	hjala
ledge	hjalli
helper	hjálpari
hilt	hjalt
film	hjóm
region	hérað
trifle	hégómi
servant	hjú
snuggle	hjúfra
coat	hjúpur
reprimand	snupra
suit	dragt
continuously	jafnóðum
dictation	upplestur
bribe	múta
rag	tætla
fasten	tylla
echidna	maurígull
musk ox	sauðnaut
swell	ólga
slaughter	lóga
café	kaffihús
horizon	sjóndeildarhringur
dirty	saurugur
disc	kringla
wheel	hvel
inflate	belgja
skin	belgur
bag	skjóða
thermometer	hitamælir
toil	basla
bodybuilding	vaxtarrækt
duplicity	lausung
voice	raust
gust	gjóstur
willing	gjarn
cleft	gjögur
slag	gjall
bark	gjamma
barking	gjamm
telephone	sím
social security number	kennitala
Turkmenistan	Túrkmenistan
menopause	tíðahvörf
sunbath	sólbað
state	tiltaka
Salvadoran	Salvadori
Goth	Goti
Belgian	Belgi
Estonian	Eisti
arrogance	hroki
arrogant	hrokafullur
waste	sóun
parent	foreldri
lexicology	orðfræði
mistreatment	misþyrming
abuse	misþyrma
spare	þyrma
Mozambique	Mósambík
unremarkable	ómerkilegur
adverb	-lega
goodbye	bless bless
delirium tremens	tremmi
hammer throw	sleggjukast
javelin throw	spjótkast
