1	౧
poverty	బీదరికము
female	బిడాలి
parrot	సిలక
head	సిరము
happiness	సుకము
circumcision	సున్నతి
Orissa	ఓఢ్రము
Orissa	ఓఢ్రుడు
forest	దండకము
punishment	దండ్యుడు
punish	దండించు
invasion	దండయాత్ర
36	ముప్పదియారు
ripened	పండుటాకు
hold	పట్టించు
good	సత్
bad	కాపథము
highway	ఘంటాపథము
lady	దొరసాని
lady	ఏలికసాని
mistress	స్వామిని
traveler	పథికుడు
Jammu and Kashmir	జమ్ము
district	రంగారెడ్డి
Srinagar	శ్రీనగర్
enemy	రిపువు
enemy	రిపుడు
main road	విశాఖ
archery	విశాఖము
Kumaraswamy	విశాఖుడు
broom	చీపురుకట్ట
Rameswaram	రామేశ్వరము
Telangana	దుమ్ముగూడెం
loose	శిథిలము
white ant	శిథిలి
looseness	శైథిల్యము
looseness	శిథిలత్వము
Orissa	కళింగము
lord	కళింగభూపతి
European	యూరోపియను
Sweden	స్వీడను
Bulgaria	బల్గేరియా
Chinese	చైనీయులు
Japanese	జపనీయులు
Moscow	మాస్కో
Jersey	జెర్సీ
Guinea	ఫ్రెంచి గినీ
Rhodesia	రొడీషియా
Southern Rhodesia	దక్షిణ రొడీషియా
Tamil	ద్రవిడము
Dravida	ద్రావిడ
Tamil	ద్రావిడులు
Madras	మద్రాసు
land	నాడు
cream	మీగడ
blue	ఆకాశనీలం
indigo	నీలిమందు
Indigofera	నీలి
playing card	పేకమేడ
clover	కళావరు
playing card	ఆటీను
joke	జోకరు
suit	డ్యూసు
Bhadrapada	మహాలయము
loss	లయము
destroyed	లయించు
music	లయ
నా	నా పేరు
inspector	ఇనస్పెక్టరు
Parvati	శైలజ
ribbon	రిబ్బను
rubber	రబ్బరు
life	సంజీవి
father-in-law	శ్వశురుడు
mother-in-law	శ్వశ్రువు
enclosure	ప్రాకారము
earache	చెవిపోటు
arithmetic	అంకగణితం
Kali	దుర్గ
Parvati	భవాని
Siva	భవుడు
handsome	భవ్యము
existence	భవము
happen	భవించు
Durga	చాముండ
wound	గాయము
jasmine	మాగధి
minstrel	మాగధుడు
red	మాంజిష్ఠము
magician	మాంత్రికుడు
tree	మాకు
tree	మ్రాకు
child	శిశువు
infant	సిసువు
Ched	శిశుపాలుడు
measure	ద్రోణము
name	పైతృకనామము
patronymic	పైతృకమైన
name	స్థలనామము
abbreviation	సంక్షిప్తపదము
century	నూరేండ్లు
century	సెంచరీ
boundary	బౌండరీ
sixer	సిక్సరు
game	బౌలింగు
firework	ఔటు
year	అబ్దము
village	కావూరు
village	టంగుటూరు
village	అల్లూరు
village	కల్లూరు
nitrate	నత్రితము
nitrite	నత్రాయితము
potassium nitrate	పొటాషియం నైట్రేటు
potassium nitrite	పొటాషియం నైట్రైటు
chloride	హరిదము
sodium chloride	సోడియం క్లోరైడు
sulphate	సల్ఫేటు
sulphite	సల్ఫైటు
sulphate	గంధకాయితము
bromine	బ్రోమైడు
bromide	స్తంభిదము
lithium bromide	లిథియం బ్రోమైడు
ammonium sulfate	అమ్మోనియం సల్ఫేటు
iodine	అయోడైడు
oxide	ఆక్సైడు
hydroxide	హైడ్రాక్సైడు
atomic number	కోబాల్టు
cobalt	మణిశిల
barium	భారము
high	భారీ
atomic number	బేరియము
barium chloride	బేరియం క్లోరైడు
barium chloride	భారహరిదము
silver	సిల్వరు
silver nitrate	సిల్వర్ నైట్రేటు
silver	వెండికొండ
silver	రజతాద్రి
suffix	-ల
suffix	-ని
aluminium hydroxide	అల్యూమినియం హైడ్రాక్సైడు
sodium fluoride	సోడియం ఫ్లోరైడు
silicate	సిలికేటు
silicate	శైలితము
magnesium silicate	మెగ్నీషియం సిలికేటు
monoxide	మోనాక్సైడు
Ocimum sanctum	బృంద
Vishnu	బృందావనము
happy birthday	పుట్టినరోజు శుభాకాంక్షలు
birthday	పుట్టినరోజు
speaker	నేను నాస్తికుడిని
wish	కాంక్షించు
desired	కాంక్షితము
drinking	పానము
drink	పానకము
sinless	అనఘుడు
hydride	హైడ్రైడు
carbonate	కార్బొనేటు
acetate	అసిటేటు
amine	ఎమైనో
grape sugar	ద్రాక్షచక్కెర
fruit sugar	పండ్లచక్కెర
having	వంతుడు
suffix	-వంతుడు
immortal	అమరుడు
immortal	అమర్త్యుడు
oxygen	ఆక్సిజను
moist	చెమ్మ
excellent	ఉత్తముడు
carbide	కార్బైడు
calcium carbide	కాల్షియం కార్బైడు
best	ఉత్తమము
best	ఉత్తమోత్తమము
principal	ఉత్తమాంగము
covering	చేలము
lion	సింగము
gypsy	సింగి
Narasimha	సింగడు
young	కొదమ
young	కొదమసింగము
sorrow	విచారము
examination	విచారణ
inquirer	విచారణకర్త
coquette	వగలాడి
excretion	మలము
boil	మలమలమరుగు
burn	మలమలమాడు
burnt	మాడు
burn	మాడుచు
burn	మాడించు
canal	పనామా కాలువ
strait	మలక్కా
Andaman Sea	అండమాన్ సముద్రము
Suez Canal	సూయజ్ కాలువ
tripod	ముక్కాలిపీట
three	ముమ్మారు
three	ముమ్మూడు
three	మూడుమూళ్లు
stable	అశ్వశాల
sacrifice	అశ్వమేధము
antelope	ఋశ్యము
fig tree	చలదళము
మిద్దె	కొట్టము
అభ్యుదయ	అరసం
విప్లవ	విరసం
తిరుమల	తితిదే
Christian Era	క్రీస్తు శకము
Christ	క్రీస్తు పూర్వము
epoch	శకము
et cetera	ఇత్యాది
క్రీస్తు	క్రీ.శ.
క్రీస్తు	క్రీ.పూ.
LASER	లేసర్
AIDS	ఎయిడ్స్
NATO	నాటో
cart	శకటవ్యూహము
R	రేఫము
cart	శకటరేఫము
side	ప్రక్క
below	కింద
way	తోవ
way	త్రోవ
bower	పొదరిల్లు
bower	నికుంజము
thicket	కుంజము
false	ఝూటా
false	జూటా
ర	లఘురేఫము
rubber	లబ్బరు
board	బోర్డు
writer	రైటరు
atomic number	పొలోనియము
atomic number	బిస్మతు
bismuth	బిస్మతము
atomic number	ప్లాటినము
atomic number	ఇరీడియము
iridium	ఐంద్రము
armour	వర్మము
hide	కృష్ణాజినము
black	కృష్ణసర్పము
Krishna	కృష్ణాష్టమి
black	నల్లని
white	తెల్లని
exertion	ఘటన
exertion	ఘటనము
atomic number	రేడియము
radium	రదము
reverence	ఆదరము
atomic number	థోరియము
thorium	థురము
atomic number	యురేనియము
festival	నాగులచవితి
