floor	cat
leukocytosis	leucocitoză
lymphocytosis	limfocitoză
lymphogranulomatosis	limfogranulomatoză
lipomatosis	lipomatoză
liposclerosis	liposcleroză
logoneurosis	logonevroză
lordosis	lordoză
lupinosis	lupinoză
megalocytosis	megalocitoză
melanosis	melanoză
metabiosis	metabioză
metamorphosis	metamorfoză
metensomatosis	metasomatoză
metensomatosis	metensomatoză
endometriosis	metroză
mesodermosis	mezodermoză
mycosis	micoză
microcytosis	microcitoză
myelosis	mieloză
myosclerosis	mioscleroză
mitosis	mitoză
monocytosis	monocitoză
mononucleosis	mononucleoză
narcosis	narcoză
necrobiosis	necrobioză
necrosis	necroză
nephroptosis	nefroptoză
nephrosis	nefroză
pseudarthrosis	neoartroză
neurofibromatosis	neurofibromatoză
onychomycosis	onicomicoză
ornithosis	ornitoză
osteofibrosis	osteofibroză
osteonecrosis	osteonecroză
osteoporosis	osteoporoză
osteosclerosis	osteoscleroză
osteosis	osteoză
otomycosis	otomicoză
otosclerosis	otoscleroză
papillomatosis	papilomatoză
parabiosis	parabioză
paratyphoid fever	paratifoză
paratuberculosis	paratuberculoză
parasitosis	parazitoză
pasteurellosis	pasteureloză
pediculosis	pediculoză
periostosis	periostoză
piroplasmosis	piroplasmoză
pneumatosis	pneumatoză
pneumoconiosis	pneumoconioză
podobromhydrosis	podobromhidroză
polynucleosis	polinucleoză
polyposis	polipoză
cirrhosis	preciroză
preanaesthetic	prenarcoză
pseudomorphosis	pseudomorfoză
psychodiagnosis	psihodiagnoză
psittacosis	psitacoză
ptosis	ptoză
pustulosis	pustuloză
vibriosis	vibrioză
imperceptibility	insesizabilitate
insolubility	insolubilitate
impropriety	improprietate
naivety	naivitate
notoriety	notorietate
suzerainty	suzeranitate
creationism	creaționism
creationist	creaționist
deciliter	decilitru
kiloliter	kilolitru
gram	miriagram
parallelogram	paralelogram
chronometer	cronometru
decametre	decametru
decimetre	decimetru
hexameter	hexametru
parameter	parametru
taxicab	taximetru
erythromycin	eritromicină
streptomycin	streptomicină
ablation	ablațiune
ablution	abluțiune
abolition	abolițiune
demolition	demolițiune
extermination	exterminațiune
fraction	fracțiune
imperfection	imperfecțiune
interlocution	interlocuțiune
partition	partițiune
recognition	recognițiune
sedition	sedițiune
volition	volițiune
conservation	conservațiune
contention	contențiune
conviction	convicțiune
convocation	convocațiune
cremation	cremațiune
damnation	damnațiune
depletion	deplețiune
depravity	depravațiune
derogation	derogațiune
detention	detențiune
devolution	devoluțiune
diction	dicțiune
elocution	elocuțiune
eviction	evicțiune
phonation	fonațiune
import	importațiune
indignation	indignațiune
oxygenated	oxigenat
agyrophobia	dromofobie
nyctophobia	nictalfobie
thalassophobia	talasofobie
toxicophobia	toxicofobie
toxiphobia	toxofobie
archduchy	arhiducat
archduke	arhiduce
archduchess	arhiducesă
architectonic	arhitectonic
cosmophysiology	cosmofiziologie
cosmopathology	cosmopatologie
crenobiology	crenobiologie
dermatovenereology	dermatovenerologie
Egyptology	egiptologie
electrobiology	electrobiologie
electrophysiology	electrofiziologie
electropathology	electropatologie
esthesiology	esteziologie
ethnopsychology	etnopsihologie
ethnosociology	etnosociologie
morphopathology	morfopatologie
neuropsychology	neuropsihologie
protobiology	protobiologie
protozoology	protozoologie
psychoneuroendocrinology	psihoendocrinologie
psychopharmacology	psihofarmacologie
psychophysiology	psihofiziologie
psychopathology	psihopatologie
psychosexology	psihosexologie
psychosociology	psihosociologie
radiopathology	radiopatologie
reflexology	reflexologie
forest biology	silvobiologie
sympathology	simpatologie
thanatology	tanatologie
thematology	tematologie
typhlology	tiflologie
timbrology	timbrologie
Thracology	tracologie
study	uvologie
zoopsychology	zoopsihologie
xylographer	xilograf
woodcut	xilogravură
lithography	xilolitografie
vagrancy	vagabondaj
water landing	amerizaj
archeopteryx	arheopterix
trucking	camionaj
curettage	chiuretaj
timekeeping	cronometraj
anthropography	antropografie
anesthesiologist	anestezist
antiparticle	antiparticulă
arcature	arcatură
harquebus	archebuză
toponomastics	toponomastică
deviationist	deviaționist
evolutionist	evoluționist
existentialist	existențialist
expressionist	expresionist
fusionist	fuzionist
obstructionist	obstrucționist
percussionist	percuționist
perfectionist	perfecționist
providentialist	providențialist
rationalist	raționalist
associationist	asociaționist
collaborationist	colaboraționist
congregationist	congregaționist
druggist	droghist
fetishist	fetișist
immaterialist	imaterialist
internationalist	internaționalist
interventionist	intervenționist
intuitionist	intuiționist
irrationalist	iraționalist
isolationist	izolaționist
machinist	mașinist
mutationist	mutaționist
projectionist	proiecționist
selectionist	selecționist
chauvinist	șovinist
achondroplasia	acondroplazie
essayist	eseist
etymologist	etimologist
encyclopedist	enciclopedist
Phalangist	falangist
exhibitionist	exhibiționist
physiologist	fiziologist
folklorist	folclorist
Shintoist	șintoist
schist	șist
aphaeresis	afereză
anaphoresis	anaforeză
antichresis	antihreză
antithesis	antiteză
biosynthesis	biosinteză
cacogenesis	cacogeneză
carcinogenesis	carcinogeneză
caenogenesis	cenogeneză
ketogenesis	cetogeneză
cytokinesis	citocineză
diaphoresis	diaforeză
diaresis	diereză
diuresis	diureză
electrophoresis	electroforeză
epenthesis	epenteză
exegesis	exegeză
photophoresis	fotoforeză
photosynthesis	fotosinteză
frontogenesis	frontogeneză
gametogenesis	gametogeneză
genesis	geneză
glycogenesis	glicogeneză
haematemesis	hematemeză
hemiparesis	hemipareză
hydropedesis	hidropedeză
histogenesis	histogeneză
lactogenesis	lactogeneză
metathesis	metateză
monogenesis	monogeneză
mutagenesis	mutageneză
nucleosynthesis	nucleosinteză
oogenesis	oogeneză
osteosynthesis	osteosinteză
oxosynthesis	oxosinteză
paracentesis	paracenteză
paragenesis	parageneză
parenthesis	paranteză
periegesis	periegeză
polysynthesis	polisinteză
schizogenesis	schizogeneză
syneresis	sinereză
sporogenesis	sporogeneză
thesis	teză
thoracentesis	toracenteză
thrombopoiesis	trombopoieză
albuminosis	albumoză
ketosis	cetoză
cofosis	cofoză
colibacillosis	colibaciloză
coniosis	conioză
dermatoneurosis	dermatonevroză
dermatozoonosis	dermatozoonoză
dermatosis	dermatoză
anamorphosis	dezanamorfoză
diagnosis	diagnoză
diarthrosis	diartroză
distomatosis	distomatoză
endosmosis	endosmoză
erythroblastosis	eritroblastoză
erythrocytosis	eritrocitoză
exosmosis	exosmoză
radionecrosis	radionecroză
reticulosis	reticuloză
rhizoctoniosis	rizoctonioză
salmonellosis	salmoneloză
sarcomatosis	sarcomatoză
sarcosporidiosis	sarcosporidioză
sclerosis	scleroză
scoliosis	scolioză
silicosis	silicoză
synarthrosis	sinartroză
synostosis	sinostoză
spirochetosis	spirochetoză
spondylosis	spondiloză
steatonecrosis	steatonecroză
stenosis	stenoză
typhobacillosis	tifobaciloză
toxicosis	toxicoză
toxoplasmosis	toxoplasmoză
tracheomycosis	traheomicoză
aldose	aldoză
amylose	amiloză
anthracnose	antracnoză
biocoenose	biocenoză
candidiasis	candidoză
couperose	cuperoză
dextrose	dextroză
dose	doză
hexose	hexoză
hydrocellulose	hidroceluloză
histomoniasis	histomonoză
lactose	lactoză
levulose	levuloză
methylcellulose	metilceluloză
nitrocellulose	nitroceluloză
pectose	pectoză
pentose	pentoză
prose	proză
raffinose	rafinoză
ribose	riboză
sorbose	sorboză
sorose	soroză
strongylosis	strongiloză
treponematosis	treponemoză
trichinosis	trichinoză
trifoliosis	trifolioză
trinitrocellulose	trinitroceluloză
thrombosis	tromboză
tuberose	tuberoză
viscose	viscoză
sucrose	zaharoză
birefringence	birefringență
coexistence	coexistență
coincidence	coincidență
connivance	conivență
constringence	constringență
continence	continență
decline	decadență
degeneration	degenerescență
dissent	disidență
divergence	divergență
equivalence	echivalență
efficiency	eficiență
efflorescence	eflorescență
electrovalence	electrovalență
eminence	eminență
evanescence	evanescență
excellency	excelență
microwave	hiperfrecvență
luminescence	luminescență
recrudescence	recrudescență
recurrence	recurență
refringence	refringență
regency	regență
remanence	remanență
reminiscence	reminiscență
remittance	remitență
renitence	renitență
resurgence	resurgență
subsidence	subsidență
succulence	suculență
trivalence	trivalență
truculence	truculență
tumescence	tumescență
virulence	virulență
anguish	angoasă
ballistician	balistician
absolution	absoluțiune
abstention	abstențiune
agnation	agnațiune
antifriction	antifricțiune
assertion	aserțiune
concretion	concrețiune
denouncement	delațiune
interpretation	interpretațiune
junction	joncțiune
lotion	loțiune
notion	noțiune
peremption	perempțiune
preemption	preemțiune
prevarication	prevaricațiune
deprivation	privațiune
desecration	profanațiune
redemption	redempțiune
sanction	sancțiune
section	secțiune
traction	tracțiune
transubstantiation	transsubstanțiațiune
usurpation	uzurpațiune
chiromegaly	cheiromegalie
dactylomegaly	dactilomegalie
hepatomegaly	hepatomegalie
typhlomegaly	tiflomegalie
acidamine	acidamină
aconitine	aconitină
acridine	acridină
amandine	amandină
thiamine	aneurină
berline	berlină
celestine	celestină
cocaine	cocaină
codeine	codeină
countermine	contramină
creatinine	creatinină
creatine	creatină
crinoline	crinolină
dentine	dentină
dionine	dionină
dragline	draglină
ephedrine	efedrină
epinephrine	epinefrină
ergosterine	ergosterină
ergotine	ergotină
eserine	ezerină
nicotine	nicotină
pellagrosine	pelagrozină
methamphetamine	pervitină
procaine	procaină
promethazine	prometazină
routine	rutină
scopolamine	scopolamină
sextain	sextină
sylvine	silvină
solanine	solanină
sonatine	sonatină
stibine	stibină
strychnine	stricnină
strophanthin	strofantină
sudamine	sudamină
thebaine	tebaină
theine	teină
theobromine	teobromină
theophylline	teofilină
turpentine	terebentină
terrine	terină
tetracycline	tetraciclină
toluidine	toluidină
acriflavine	tripaflavină
tourmaline	turmalină
Ursuline	ursulină
Vaseline	vaselină
anaphylaxis	anafilaxie
areflexia	areflexie
chandelier	candelabru
dyslexia	dislexie
echopraxia	ecopraxie
hemotoxia	hemotoxie
heterotaxia	heterotaxie
immunoprophylaxis	imunoprofilaxie
nephropexia	nefropexie
pyrexia	pirexie
prophylaxis	profilaxie
antienzyme	antienzimă
cent	centimă
coenzyme	coenzimă
ecthyma	ectimă
endoenzyme	endoenzimă
enzyme	enzimă
lysozyme	lizozimă
bonus	primă
rhyme	rimă
biomathematician	biomatematician
biostimulant	biostimulent
bureaucrat	birocrat
brachycephaly	brahicefalie
brachiopod	brahiopod
Canadian	canadiană
bryophyte	briofită
geophyte	geofită
gymnosperm	gimnospermă
halophyte	halofită
hemicycle	hemiciclu
hieroglyph	hieroglifă
hypha	hifă
hygrophyte	higrofită
hygrogram	higrogramă
hygroma	higromă
hypotaxis	hipotaxă
hypotensive	hipotensiv
histogram	histogramă
histolysis	histoliză
time histogram	historiogramă
histotherapy	histoterapie
cholerine	holerină
homeostasis	homeostază
hormonogenesis	hormonogeneză
hormonopoiesis	hormonopoieză
hormone therapy	hormonoterapie
coal	huilă
ideogram	ideogramă
idiogram	idiogramă
abatis	abatiză
apse	absidă
acetylide	acetilură
curly bracket	acoladă
acrolein	acroleină
acroterion	acroteră
adenohypophysis	adenohipofiză
adermine	adermină
adiabat	adiabată
aerodyne	aerodină
airport	aerogară
affluence	afluență
agave	agavă
agrocenosis	agrocenoză
allantoid	alantoidă
alarm	alarmă
allele	alelă
alert	alertă
algin	algină
alidade	alidadă
alternative	alternativă
altogravure	altogravură
alumina	alumină
allure	alură
Amazon	amazoană
pancake	galetă
yam	ignamă
amoeba	amibă
amidase	amidază
amylase	amilază
amylogram	amilogramă
endive	andivă
annex	anexă
tyre	anvelopă
arginase	arginază
architrave	arhitravă
spacecraft	astronavă
aureole	aureolă
austenite	austenită
autocatalysis	autocataliză
autoclave	autoclavă
autodyne	autodină
autogenesis	autogeneză
axiom	axiomă
bacchanal	bacanală
bacchante	bacantă
bakelite	bachelită
balancine	balansină
nonsense	balivernă
bankruptcy	bancrută
banderilla	banderilă
banner	banderolă
barracks	baracă
goatee	barbișă
barrette	baretă
barrier	barieră
thresher	batoză
bauxite	bauxită
bravery	bravură
caprolactam	caprolactamă
capsule	capsulă
caravan	caravană
carboxylase	carboxilază
carcass	carcasă
cartodiagram	cartodiagramă
cartogram	cartogramă
casemate	cazemată
cephalitis	cefalită
cepheid	cefeidă
celafibre	celafibră
cellofiber	celofibră
cementite	cementită
young lady	demoazelă
dogma	dogmă
hologram	hologramă
jungle	junglă
lobster	langustă
macromolecule	macromoleculă
madeleine	madlenă
miss	madmoazelă
magnetogram	magnetogramă
tape library	magnetotecă
maltase	maltază
mandible	mandibulă
mangrove	mangrovă
mantissa	mantisă
manufacture	manufactură
marquise	marchiză
margin	marjă
cooking pot	marmită
marmot	marmotă
mastoiditis	mastoidită
menopause	menopauză
molecule	moleculă
monogram	monogramă
nulliparous	nulipară
trash can	pubelă
rhagade	ragadă
frock coat	redingotă
saccule	saculă
sandal	sandală
semiconsonant	semiconsoană
sinecure	sinecură
supernova	supernovă
thyroiditis	tiroidită
tulip	tulipă
unisonance	unisonanță
uranine	uranină
valerian	valeriană
suitcase	valiză
cart	șaretă
catacomb	catacombă
cereal farming	cerealicultură
keel	chilă
clause	clauză
comet	cometă
corolla	corolă
goof	gafă
geisha	gheișă
guerrilla	gherilă
plaster cast gallery	ghipsotecă
giardiasis	giardiază
glutenin	gluteină
granulocytosis	granulocitoză
engraving	gravură
graft	grefă
large grain	grogrenă
nucleoplasm	nucleoplasmă
nucleoproteide	nucleoproteidă
ontogeny	ontogeneză
urobilin	urobilină
urotropin	urotropină
vacuole	vacuolă
vanillin	vanilină
variant	variantă
variance	varianță
smallpox	variolă
var	varsecundă
vogue	vogă
watt	wattsecundă
xanthophyll	xantofilă
xerophile	xerofilă
bromide	bromură
bronchiole	bronhiolă
brochure	broșură
brooch	broșă
bubble	bulă
cabal	cabală
percentile	centilă
chiasma	chiasmă
quinone	chinonă
curette	chiuretă
cyanide	cianură
cyclorama	cicloramă
azide	azotură
blonde	blondă
candy box	bombonieră
border	bordură
suspender	bretelă
brucine	brucină
brute	brută
stock exchange	bursă
invective	invectivă
invertase	invertază
iodide	iodură
mortgage	ipotecă
hypothesis	ipoteză
isobath	izobată
mascot	mascotă
masseuse	maseză
music library	muzicotecă
urn	urnă
wear and tear	uzură
valve	valvă
vamp	vampă
star	vedetă
anemogram	anemogramă
castanet	castanietă
comminution	cataclază
aerobiosis	aerobioză
anabiosis	anabioză
anaerobiosis	anaerobioză
anastomosis	anastomoză
neurasthenia	aneuroză
aponeurosis	aponevroză
arkose	arcoză
calculosis	calculoză
camarilla	camarilă
Cambodian	cambodgian
cysticercosis	cisticercoză
chlorosis	cloroză
collagenosis	colagenoză
coxarthrosis	coxartroză
dermatomycosis	dermatomicoză
enteroanastomosis	enteroanastomoză
exostosis	exostoză
fusariosis	fuzarioză
gelose	geloză
hallucinosis	halucinoză
hypotyposis	hipotipoză
leukosis	leucoză
lumbar osteoarthritis	lombartroză
myxovirus infection	mixoviroză
moniliasis	monilioză
nephrosclerosis	nefroscleroză
neurosis	nevroză
orthoclase	ortoză
prognosis	prognoză
