approbatur	A
Proto-Balto-Slavic	kantabaltoslaavi
plant ornament	kasviornamentti
plant cover	kasvipeite
plant bench	kasvipenkki
phytopigment	kasvipigmentti
plant press	kasvipuristin
vegetable fat ice cream	kasvirasvajäätelö
plant food	kasviravinne
vegetable food	kasviravinto
phytosterol	kasvisteroli
vegetable garden	kasvitarha
vegetable gardener	kasvitarhanhoitaja
crop pest	kasvituholainen
plant product	kasvituote
plant type	kasvityyppi
plant extract	kasviuute
grow light	kasvivalaisin
plant community	kasviyhdyskunta
plant protein	kasvivalkuainen
plant rotation	kasvivuorottelu
plant dye	kasviväri
dyeing	kasvivärjäys
angel	rauhanenkeli
peacemaking	rauhanhieronta
troublemaker	rauhanhäiritsijä
peace conference	rauhankonferenssi
dove	rauhankyyhky
peace flag	rauhanlippu
peace march	rauhanmarssi
pacifist	rauhanpuolustaja
peaceable	rauhantahtoinen
peace talks	rauhantunnustelu
castle	linnarauha
peace and quiet	lukurauha
forced peace	pakkorauha
peace and quiet	ruokarauha
peace of mind	sielunrauha
peace	tunnonrauha
truce	välirauha
peace and quiet	yörauha
cucumber salad	kurkkusalaatti
garlic pickle	valkosipulisuolakurkku
carrot cake	porkkanakakku
carrot	porkkananpunainen
front line war	rintamasota
war commissary	sotakomissaari
war commissariat	sotakomissariaatti
military school	sotakoulu
war report	sotaraportti
war strain	sotarasitus
military adventurer	sotaseikkailija
master	sotamestari
military strategic	sotataidollinen
event	sotatapahtuma
aluminium tape	alumiiniteippi
bitumen tape	bitumiteippi
insulating tape	eristysteippi
surgical tape	haavateippi
reflective tape	heijastinteippi
skin adhesive tape	ihoteippi
kinesiology tape	kinesioteippi
decorative tape	koristeteippi
repair tape	korjausteippi
fiberglass tape	lasikuituteippi
packing tape	pakkausteippi
stationery tape	paperiteippi
athletic tape	urheiluteippi
caution tape	varoitusteippi
panoply	sotisopa
great war	suursota
munitions industry	sotatarviketeollisuus
military technology	sotatekniikka
military technological	sotatekninen
military industry	sotateollisuus
military theorist	sotateoreetikko
operational unit	sotatoimiyhtymä
court martial	sotatuomioistuin
war news	sotauutinen
strong	sotavahvuinen
military strength	sotavahvuus
war injury	sotavamma
war-disabled	sotavammainen
military captivity	sotavankeus
prisoner-of-war camp	sotavankileiri
military buildup	sotavarustelu
military equipment	sotavarustus
troop	sotaväenosasto
levying	sotaväenotto
suu säkkiä myöten	suu säkkiä myöten
ajatus	ajatusten tonava
zero person	nollapersoona
griffin	vaakalintu
border	rajanhaltija
myling	ihtiriekko
year	katovuosi
crop year	satovuosi
produce	vuodentulo
annual maintenance	vuosihuolto
anniversary	vuosijuhla
holiday	lomaviikko
travel day	matkapäivä
girl	yöjalka
overnight	yökylä
tree	yöpuu
overnight guest	yövieras
rubber wheel	kumipyörä
wheel disk	levypyörä
track bike	ratapyörä
batch script	komentojono
waiting list	leikkausjono
column	nelijono
chowline	ruokajono
soupline	soppajono
taxi line	taksijono
fell range	tunturijono
line	vaunujono
washing	aamupesu
Christmas morning	jouluaamu
summer morning	kesäaamu
spring morning	kevätaamu
frosty morning	pakkasaamu
Sunday morning	pyhäaamu
Easter morning	pääsiäisaamu
autumn morning	syysaamu
winter morning	talviaamu
early morning	varhaisaamu
mountain range	jonovuoristo
medium wave	keskiaallot
radio	kippariaallot
centimetre band	senttimetriaallot
FM broadcast band	ula-aallot
light wave	valoaallot
strike wave	lakkoaalto
storm wave	myrskyaalto
blastwave	paineaalto
halfwave	puoliaalto
flood wave	tulva-aalto
breaking wave	tyrskyaalto
tidal wave	vuorovesiaalto
stand	olla voimassa
period	aikajakso
time limit	aikaraja
purchase time	hankinta-aika
deliberation period	harkinta-aika
brooding period	haudonta-aika
wasted time	hukka-aika
blooming time	kukinta-aika
strawberry season	mansikka-aika
depression period	pula-aika
mealtime	ruoka-aika
feeding time	ruokinta-aika
autumn foliage season	ruska-aika
copyright term	suoja-aika
Sweden	suurvalta-aika
duty	virka-aika
timekeeper	kellokalle
electric clock	sähkökello
year clock	vuosikello
lesson	koulutunti
for hours	tuntitolkulla
for hours	tuntikaupalla
hourly earnings	tuntiansio
distribution	tuntijako
frame	tuntikehys
hourly fee	tuntimaksu
number	tuntimäärä
speed	tuntinopeus
part-time teacher	tuntiopettaja
hourly-paid	tuntipalkkainen
hourly-paid	tuntipalkkalainen
hourly rate	tuntipalkkio
hourly	tuntipohjainen
logging season	hakkuukausi
first month	alkukuukausi
spring month	kevätkuukausi
interest month	korkokuukausi
day of the month	kuukaudenpäivä
monthly earnings	kuukausiansio
monthly installment	kuukausierä
holiday month	lomakuukausi
month	lomanmääräytymiskuukausi
final month	loppukuukausi
pregnancy month	raskauskuukausi
monthly	kuukausijulkaisu
monthly supplement	kuukausiliite
monthly ticket	kuukausilippu
monthly report	kuukausiraportti
monthly	kuukausitase
monthly income	kuukausitulo
monthly production	kuukausituotanto
monthly revenue	kuukausivaihto
monthly rent	kuukausivuokra
monthly accounting report	kuukausitilitys
truss bridge	ansassilta
bridge	hammassilta
box girder bridge	kotelopalkkisilta
swing bridge	kääntösilta
slab bridge	laattasilta
beam bridge	palkkisilta
bridge	polkusilta
tubular bridge	putkisilta
trestle bridge	renkkusilta
truss bridge	ristikkosilta
movable bridge	rullasilta
bridge	sillankorva
cable-stayed bridge	vinoköysisilta
bridging	siltaus
bridge building	sillanrakennus
bridgebuilder	sillanrakentaja
bridgehead	sillanpääasema
building	hartiapankki
mortgage bank	hypoteekkipankki
investment bank	investointipankki
mortgage bank	kiinnitysluottopankki
correspondent bank	kirjeenvaihtajapankki
tissue bank	kudospankki
commercial bank	liikepankki
local bank	paikallispankki
asset management company	parkkipankki
ATM	pikapankki
bank of issue	setelipankki
investment bank	sijoituspankki
eye bank	silmäpankki
deposit bank	talletuspankki
merchant bank	yrityspankki
banking sector	pankkiala
bank	pankkiasia
bank truck	pankkiauto
bank vault	pankkiholvi
bankbook	pankkikirja
safe deposit box	pankkilokero
banking world	pankkimaailma
female bank teller	pankkineiti
banking secrecy	pankkisalaisuus
bank hall	pankkisali
bank relationship	pankkisuhde
bank deposit	pankkitalletus
bank officer	pankkitoimihenkilö
banking	pankkitoiminta
aiding	pankkituki
member	pankkivaltuusmies
banker's draft	pankkivekseli
bank debt	pankkivelka
bank clerk	pankkivirkailija
bank access	pankkiyhteys
manufacturing defect	valmistusvirhe
smoothen	tasoitella
get smoothen	tasoituttaa
plane	tasouttaa
orbital sander	tasohiomakone
proficiency test	tasokoe
flat knitting machine	tasokone
raising	tasokorotus
plane angle	tasokulma
course	tasokurssi
plane curve	tasokäyrä
float glass	tasolasi
level junction	tasoliittymä
plane intersection	tasoleikkaus
plane mirror	tasopeili
planar	tasopintainen
level surface	tasopinta
difference	tasoero
level crossing	tasoylikäytävä
stream	tasoryhmä
streaming	tasoryhmitys
interchange	eritasoristeys
arc	puolikaari
orthocenter	ortokeskus
bimedian	bimediaani
lattice point	hilapiste
pudding rice	puuroriisi
wheat starch	vehnätärkkelys
barley starch	ohratärkkelys
rice starch	riisitärkkelys
oat flour	kaurajauho
dark wheat flour	hiivaleipäjauho
flour	sämpyläjauho
ore reserve	malmivarat
rich	malmipitoinen
ore prospecting	malminetsintä
extraction	malminlouhinta
concentration	malminrikastus
ore concentration plant	malminrikastamo
venous ore	juonimalmi
skarn ore	karsimalmi
coin	rahamalmi
vein	malmisuoni
ore deposit	malmiesiintymä
lode	malmijuoni
ore mine	malmikaivos
ore field	malmikenttä
layer	malmikerros
stratum	malmikerrostuma
oredog	malmikoira
found ore	malmilöydös
ore mineral	malmimineraali
formation	malmimuodostuma
ore sample	malminäyte
ore content	malmipitoisuus
ore concentrate	malmirikaste
field line	kenttäviiva
electron cloud	elektroniverho
energy band	energiavyö
forward direction	päästösuunta
reverse direction	estosuunta
voltage source	jännitelähde
ice jam	hyydepato
river dam	jokipato
ice jam	jääpato
dam	lohipato
embankment dam	maapato
spillway	patoaukko
dynamic pressure	patopaine
underwater dam	pohjapato
weir	säännöstelypato
express mail	pikaposti
postbus	postibussi
organization	postihallitus
postal service	postilaitos
consignment	postilähetys
post parcel	postipaketti
stagecoach	postivaunu
cattle pen	karja-aitaus
livestock truck	karja-auto
landrace livestock	maatiaiskarja
young cattle	nuorkarja
livestock	pienkarja
reindeer	porokarja
breeding stock	siitoskarja
Finncattle	suomenkarja
slaughter cattle	teuraskarja
sheeple	vaalikarja
livestock farm	karjafarmi
eastern Finncattle	kyyttökarja
cattle	lehmikarja
livestock estate	karjakartano
farm kitchen	karjakeittiö
shieling	karjamaja
livestock show	karjanäyttely
livestock trail	karjapolku
livestock breed	karjarotu
rinderpest	karjarutto
stockyard	karjatarha
animal husbandry machine	karjatalouskone
livestock product	karjataloustuote
cattleman	karjanhoitaja
cattle breeding	karjanjalostus
breeder	karjankasvattaja
livestock breeding	karjankasvatus
cattle car	karjankuljetusauto
livestock pasture	karjanlaidun
livestock manure	karjanlanta
livestock owner	karjanomistaja
cattle buyer	karjanostaja
livestock management	karjanpito
cattle feed	karjanrehu
cattle fodder	karjanruoka
feeding cattle	karjanruokinta
livestock monitoring	karjantarkkailu
cattle	karjaton
gradient	liukuväri
graduated cylinder	mittalasi
hot air oven	lämpökaappi
function generator	funktiogeneraattori
espresso machine	espressokeitin
gas stove	kaasukeitin
meat pie	keitinpiirakka
meat pie	keitinpiiras
waste frying fat	keitinrasva
cooking water	keitinvesi
field kitchen	kenttäkeitin
LPG stove	nestekaasukeitin
campstove	retkikeitin
digester	sellukeitin
electric cooker	sähkökeitin
tea maker	teenkeitin
steam oven	höyryuuni
oven	jälkiuuni
limekiln	kalkkiuuni
tempering furnace	karkaisu-uuni
coke oven	koksiuuni
shaft furnace	kuilu-uuni
reheating furnace	kuumennusuuni
glass furnace	lasiuuni
reverberatory furnace	lieskauuni
furnace	lämmitysuuni
finery forge	mellotusuuni
oven	paistinuuni
calcination furnace	pasutusuuni
smoker	savustusuuni
fireplace oven	takkauuni
brick oven	tiiliuuni
oven	uunikuiva
warm	uunilämmin
oven safe	uuninkestävä
furnace heated	uunilämmitteinen
fresh	uunituore
oven door	uuninluukku
oven temperature	uuninlämpö
baking tray	uuninpelti
oven	uuninpäällys
open	uuninsuu
oven drying	uunikuivaus
oven broom	uuniluuta
heating	uunilämmitys
firewood	uunipuu
oven omelette	uunimunakas
baking tin	uunipannu
sheet pan rack	uunivaunu
baking tin	uunivuoka
oven rack	uuniritilä
toaster oven	paahtouuni
gravy	paistinkastike
appley	omenainen
stealing apple	omenavarkaisiin
stealing apple	omenavarkaissa
stealing apple	omenavarkaista
fruit	paratiisiomena
apple tree	syysomena
apple tree	talviomena
drowned	hukuksissa
later	illemmalla
form	ryhmäytyä
group	ryhmittää
group	ryhmitellä
in	ryhmittäin
group	ryhmittyä
teambuilding	ryhmänmuodostus
camaraderie	ryhmähenki
missing	hukkateillä
wasted	hukkaanheitetty
fool's parsley	hukanputki
wolf	susihukka
waste heat	hukkalämpö
waste piece	hukkapala
waste percentage	hukkaprosentti
spill pipe	hukkaputki
wild-goose chase	hukkareissu
wasted work	hukkatyö
municipal leader	kunnanisä
household	huonekunta
local authority association	kuntaliitto
local government structure	kuntarakenne
reform	kuntauudistus
obshchina	kyläkunta
alliance	liittokunta
stakeholder	omistajakunta
buyer	ostajakunta
ménage	ruokakunta
satrapy	satraappikunta
clan	sukukunta
journalist	toimittajakunta
editorial board	toimituskunta
passenger elevator	henkilöhissi
paternoster elevator	herrahissi
elevator mechanism	hissikoneisto
lift ticket	hissikortti
elevator lamp	hissivalaisin
invalid elevator	invalidihissi
fish lift	kalahissi
J-bar	kapulahissi
lift	näköalahissi
stairlift	porrashissi
platter lift	sompahissi
freight lift	tavarahissi
joint box	jakorasia
front straight	etusuora
back straight	takasuora
line	lankasuora
half-line	puolisuora
number line	lukusuora
line of force	vaikutussuora
cooked ham	keittokinkku
hotplate	keittolevy
kitchenette	keittokomero
cheesy	juustoinen
cheese	juustolaji
cheesemaker	juustomestari
grated cheese	juustoraaste
oat bran	kauralese
pulled oats	nyhtökaura
onion skin	sipulinkuori
onion slice	sipuliviipale
onion	kevätsipuli
red onion	punasipuli
Spanish onion	salaattisipuli
steak	sipulipihvi
onion pie	sipulipiirakka
onion flake	sipulihiutale
onion fly	sipulikärpänen
onion mincer	sipulihakkuri
onion powder	sipulijauhe
onion gravy	sipulikastike
bulbous plant	sipulikasvi
onion soup	sipulikeitto
Eastern Orthodox	sipulikirkko
onion dome	sipulikupoli
onion leaf	sipulilehti
onion cutter	sipulileikkuri
drink	sipulimaito
ream	papeririisi
ream	riiseittäin
grain	riisinjyvä
rice croquette	riisikuorukka
Java sparrow	riisipeippo
rice pasty	riisipiirakka
rice grain porcelain	riisiposliini
rice harvest	riisisato
rice groat	riisiryyni
rice groat	riisisuurimo
rice water	riisivesi
manliness	mieheys
manliness	miehyys
human-readable	ihmisluettava
machine-readable	koneluettava
stainless steel	jaloteräs
e-publication	verkkojulkaisu
e-publishing	verkkojulkaiseminen
watertight manner	vedenpitävästi
veden lämpö	vedenlämpö
watery grey	vedenharmaa
water heater	vedenkuumennin
blow	vasaranisku
power hammer	konevasara
panel beating hammer	peltivasara
forge-hammer	pajavasara
war hammer	sotavasara
boat	vasarakirves
hammer	vasarakoneisto
device	vasaralaite
hammer crusher	vasaramurskain
hammer	vasartaa
street	joulukatu
sett pavement	katukiveys
street lamp	katulamppu
street door	katuovi
street dance	katutanssi
street theater	katuteatteri
street works	katutyömaa
cobbled street	mukulakivikatu
boardwalk	rantakatu
perform	suoritella
perform	suorituttaa
straight	suoraa päätä
stream	suoranaan
blunt	suorasukainen
sincere	suoraluonteinen
sincere	suoraluontoinen
outspoken	suorapuheinen
straight	suorarunkoinen
straight posture	suoraryhtinen
outspoken	suorasanainen
orthopteran	suorasiipinen
straight	suorasäärinen
straight hair	suoratukkainen
straight handle	suoravartinen
plumb line	luotisuora
straight as a die	piikkisuora
very straight	tikkusuora
straight	viivasuora
straight teeth	suorahampainen
straight hair	suorahiuksinen
direct fire	suora-ammunta
text	vasensuorajärjestelmä
direct reimbursement	suorakorvaus
straight stitch	suoraommel
outspoken	suorasuu
direct fire	suorasuuntaus
direct access	suorakäyttö
direct advertising	suoramainonta
direct advertisement	suoramainos
direct selling	suoramyynti
direct injection	suorasuihkutus
binary digit	binäärinumero
water treatment	vedenkäsittely
smoke vent	savuluukku
smoke damper	savupelti
log house	savupirtti
smoke diver	savusukeltaja
dust	pölytön
wood dust	puupöly
ash shovel	tuhkalapio
record	nimikirjanote
name book	nimikirja
memory	nimimuisti
memory	kasvomuisti
head	pääkkäin
earth	mullata
mould	multapitoinen
sandy soil	hiekkamulta
compost	kompostimulta
potting soil	kukkamulta
manure compost	lantamulta
leaf mold	lehtimulta
soil layer	multakerros
lump	multakokkare
organic soil	multamaa
clod	multapaakku
soil mix	multaseos
chernozem	mustamulta
garden soil	puutarhamulta
topsoil	ruokamulta
whimsical idea	päähänpälkähdys
headstand	päälläseisonta
staggering	päätähuimaava
headlong	päätä pahkaa
headlong	päätäpahkainen
head	päänpuoleinen
head	päänalunen
groundbreaker	päänavaaja
head	päänmitta
shape	päänmuoto
nod	päännyökähdys
nod	päännyökäytys
shake	päänpudistus
head rotation	päänpyöritys
head protector	päänsuojain
headpiece	päänsuojus
headache	päänvaiva
head petting	päänsilitys
headache remedy	päänsärkylääke
headache powder	päänsärkypulveri
headache tablet	päänsärkytabletti
headscarf	pääliina
headband	päänauha
head	päänuppi
headboard	pääpuoli
head	päänmyötäinen
valkoinen paimenkoira	valkoinenpaimenkoira
card information	korttitieto
unprotected	suojaamaton
baked beans	uunipavut
cocktail wiener	prinssinakki
register	rekisteröityä
woman	naisenpuoli
ravishment	naisenryöstö
women	naistenpyörä
women	naistentanssit
female disease	naistentauti
gynaecologist	naistentautilääkäri
gynecological	naistentautiopillinen
gynecology	naistentautioppi
face	kasvollinen
facial	kasvohoito
facial image	kasvokuva
facial muscle	kasvolihas
facial makeup	kasvomeikki
facial mask	kasvonaamio
facial recognition	kasvontunnistus
face cloth	kasvopyyhe
stony-faced	kivikasvo
TV figure	tv-kasvo
path	lehmänpolku
tangent	harhapolku
path home	kotipolku
fitness trail	kuntopolku
jogging path	lenkkeilypolku
jogging path	lenkkipolku
nature trail	luontopolku
forest path	metsäpolku
dumping price	polkuhinta
path integral	polkuintegraali
blast mine	polkumiina
dumping	polkumyynti
pedalo	polkuvene
hiking trail	retkipolku
path	saunapolku
detour	sivupolku
detour	syrjäpolku
mountain trail	vuoristopolku
wedding hall	hääsali
chamber	istuntosali
church hall	kirkkosali
data center	konesali
weaving hall	kutomosali
court hall	käräjäsali
library	lainaussali
exhibition hall	näyttelysali
hall of mirrors	peilisali
drawing hall	piirustussali
hall	pylvässali
restaurant hall	ravintolasali
hall	ritarisali
prayer hall	rukoussali
library	sanomalehtisali
parish hall	seurakuntasali
theater hall	teatterisali
factory floor	tehdassali
office floor	toimistosali
council hall	valtuustosali
reception hall	vastaanottosali
sculpting hall	veistosali
kind	muurahaispolku
facial recognition	kasvojentunnistus
calculator	laskukone
half adder	puolisummain
full adder	kokosummain
binary clock	binäärikello
digital-to-analog converter	digitaali-analogiamuunnin
graphics processing unit	grafiikkaprosessori
system	järjestelmäpiiri
memory circuit	muistipiiri
frequency divider	taajuusjakaja
memory module	muistimoduuli
frequency counter	taajuuslaskin
time ball	aikapallo
atomic force microscope	atomivoimamikroskooppi
diffractometer	diffraktometri
extensometer	ekstensometri
megohmmeter	eristysresistanssimittari
smart meter	älymittari
grindometer	grindometri
humidistat	hygrostaatti
coordinate measuring machine	koordinaattimittauskone
cryo-electron microscopy	kryoelektronimikroskopia
