deir siad	abraid
Sellotape	seilitéip
sticky	greamaitheach
lipéad greamaitheach	lipéad greamaitheach
adhesive	ábhar greamaitheach
rushes	buntéip
tele-	teili-
ticker tape	teilitéip
video	fís-
video card	físchárta
video conference	físchomhdháil
videodisc	físdiosca
videographer	físghrafadóir
video journalist	físiriseoir
VTR	taifeadán fístéipe
VTR	fístaifeadán
Teasalónaigh	1 Teasalónaigh
Teasalónaigh	2 Teasalónaigh
Corantaigh	2 Corantaigh
Corinthian	Corantach
Tiomóid	1 Tiomóid
1 Thessalonians	Céad Litir Naomh Pól chuig na Teasalónaigh
2 Thessalonians	Dara Litir Naomh Pól chuig na Teasalónaigh
third	tríú
2 Corinthians	Dara Litir Naomh Pól chuig na Corantaigh
1 Timothy	Céad Litir Naomh Pól chuig Tiomóid
Tiomóid	2 Tiomóid
Tiomóid	Dara Litir Naomh Pól chuig Tiomóid
Macabaeigh	2 Macabaeigh
Macabaeigh	3 Macabaeigh
2 Maccabees	Dara Leabhar na Macabaech
Macabaech	Tríú Leabhar na Macabaech
4 Maccabees	Ceathrú Leabhar na Macabaech
Macabaeigh	4 Macabaeigh
2 Chronicles	Dara Leabhar na gCroinicí
Croinicí	2 Croinicí
Peadar	2 Peadar
2 Peter	Dara Litir Naomh Peadar
Chronicles	Leabhair na gCroinicí
1 Esdras	Céad Leabhar Easdras
2 Esdras	Dara Leabhar Easdras
3 Esdras	Tríú Leabhar Easdras
Baruch	Barúch
Baruch	Leabhar Bharúch
3 Baruch	Tríú Leabhar Bharúch
2 Baruch	Dara Leabhar Bharúch
metropolitan	ceannchathartha
commander	ceannfort
red-haired	ceannrua
thick-headed	ceannramhar
yellow	ceannbhuí
black-headed	ceanndubh
white-headed	ceanngheal
blue	ceannghorm
grey-headed	ceannliath
bowed	ceanníseal
cárta Aifrinn	cárta Aifrinn
cárta scóir	cárta scóir
scorecard	scórchárta
cárta poist	cárta poist
cárta imeartha	cárta imeartha
cárta gnó	cárta gnó
cárta Nollag	cárta Nollag
greeting card	cárta beannachta
video game	cluiche físe
video game	cluiche físeán
landlord	ceanntiarna talún
landlord	tiarna talún
headquarters	ceanncheathrú
headquarters	ardoifig
headquarters	príomhoifig
headquarters	príomhlongfort
camp	longfort
camp	longfortach
headlamp	ceannlampa
murder	dúnmharú
proportion	comhréir
proportional	comhréireach
chief town	ceannbhaile
recurring	athfhillteach
recur	athfhill
recurrence	athfhilleadh
warrior	athlaoch
bureau	biúró
white	gealacán
egg white	gealacán uibhe
kneecap	gealacán glúine
sclera	gealacán súile
holdfast	greamachán
stickiness	greamaitheacht
gripper	greamaitheoir
adherence	greamú
label	lipéad
recorder	taifeadán
capital letter	ceannlitir
final	ceannchluiche
headwall	ceannbhalla
back	cúl-
cardinal sin	ceannpheaca
canopy	ceannbhrat
headgear	ceannbheart
mastery	ceannsmacht
dominant trait	ceanntréith
dominant trait	tréith cheannasach
time	ceannaimsir
bolster	ceannadhairt
telephotography	teileafótagrafaíocht
headship	ceannas
co-religionist	comhchreidmheach
Maccabee	Macabaech
Maccabees	Macabaeigh
Numbers	Uimhreacha
Uimhreacha	Leabhar na nUimhreacha
embezzler	cúigleálaí
cheat	cúigleáil
1 Kings	1 Ríthe
1 Kings	Céad Leabhar na Ríthe
2 Kings	2 Ríthe
2 Kings	Dara Leabhar na Ríthe
Amos	Leabhar Ámós
Amos	Ámós
dotterel	amadán móinteach
moorland	móinteach
moory	móintiúil
loafing	liúdramántacht
déanann caimiléireacht ar	déan caimiléireacht ar
déanann cneámhaireacht ar	déan cneámhaireacht ar
déan séitéireacht	déan séitéireacht
crookedness	caimiléireacht
dishonest	caimiléir
meanness	cneámhaireacht
mean	cneámhaire
cheating	séitéireacht
cheat	séitéir
cheating	séitéartha
Timothy	Tiomóid
timothy	tiomóid
vat	dabhach
doubt	dabht
doubtful	dabhtúil
different	difriúil
difference	difear
score	scór
unlikely	éagosúil
Colossians	Colasaeigh
Colasaeigh	Litir Naomh Pól chuig na Colasaeigh
Deuteronomy	Deotranaimí
Deuteronomy	Leabhar Dheotranaimí
Thessalonian	Teasalónach
Ephesian	Eifeasach
Greek	Eifeasas
Eifeasaigh	Litir Naomh Pól chuig na hEifeasaigh
Ephesians	Eifeasaigh
Colossian	Colasaech
Daniel	Leabhar Dhainéil
New Testament	Leabhar Eoin
Isaiah	Leabhar Íseáia
James	Litir Naomh Séamas
James	Naomh Séamas
Corainte	Coraint
Acts of the Apostles	Gníomhartha na nAspal
apostle spoon	spúnóg aspail
synoptic	sionoptach
subsidiary	fochomhlacht
subcontrariety	fochontrárthacht
contrariety	contrárthacht
subset	fo-thacar
bully	ansmachtaigh
major	príomhábhar
prime time	príomh-am
staple	príomh-amhábhar
carer	cúramóir
uneven	éagothromaigh
county town	baile contae
crop	príomhbharr
Western Samoa	Samó Thiar
county town	príomhbhaile contae
Samoa	Samó
Independent State of Samoa	Stát Neamhspleách Shamó
frequentation	taithí
tenant	tionónta
tenement	tionóntán
button	cnaipe
knob	cnap
turkey	turcaí
uneven	éagothrom
accent	aiceannaigh
circular	ciorclach
troubleshooting	fabhtcheartú
troubleshoot	fabhtcheartaigh
correct	ceartaigh
correction	ceartú
lock	glasáil
chief town	príomhbhaile
hamburger	borgaire
prepositional	réamhfhoclach
prepositional pronoun	forainm réamhfhoclach
apocalypse	apacailipsis
lavish	flaithiúlach
glance	spléach
glance	spléachadh
dependent	spleách
dependence	spleáchas
dependent territory	spleáchríoch
dependence	spleá
raw material	amhábhar
raw material	bunábhar
prediction	tairngreacht
tomography	tomagrafaíocht
tether	teaghrán
glove	lámhainn
flame	lasán
detour	cúrsa timpill
initial	túslitir
noise	callán
loud	callánach
helper	cúntóir
equality	comhionannas
movement	cumhscú
right	beite
rent	cíos
goodwill	dea-mhéin
sameness	ionannas
painful	nimhneach
figure	figiúr
figiúr fiúntais	figiúr fiúntais
significant digit	digit shuntasach
significant digit	figiúr suntasach
basement	fochlós
Cree	Craíoch
Cree	Craís
trigger	fothruicear
trigger	truicear
subdued murmur	fodhord
midway	fothaispeántas
excess	iomarca
every time	gach uair dá
nunnery	clochar
Meánmhara	Meánmhuir
Mediterranean	Meánmhara
Mediterranean	Meánmhuirí
underground hollow	fotholl
sandpiper	gobadán
testate	tiomnach
testator	tiomnóir
bequeathal	tiomnú
conversation	comhrá
bequest	tiomnacht
testatrix	banthiomnóir
testatrix	tiomnóir mná
big	tollmhór
tunnel	tollán
intestate	díthiomnach
intestacy	díthiomnacht
intestate	díthiomnóir
disbar	díbharraigh
lifeless	díbheo
lifelessness	díbheocht
perforator	polltóir
borer	tolladóir
adit	tollbhealach
cycleway	slí rothar
destroy	malartaigh
substitution	malartaíocht
preach	soiscéalaigh
dissociation	díchaidreamh
dissociation	díthiomsú
dissociate	díthiomsaigh
collection	tiomsú
faigh bás	faigh bás
scratch	tochais
dig	tochail
rub	cuimil
pour	snigh
far	i bhfad
phospholipid	fosfailipid
phospho-	fosfa-
projection	caitheamh amach
throw out	caith amach
caitheamh	caitheamh in airde
intimate	caidreamhach
sociability	caidreamhacht
relationship	gaolmhaireacht
imíonn	imigh sall
jacket	seaicéad
opening	oscailt
timely	tráthúil
timeliness	tráthúlacht
corkscrew	corcscriú
cork	corc
barley	eorna
arbhar Indiach	arbhar Indiach
grán buí	grán buí
wheat	cruithneacht
industry	tionscal
grub	cruimh
bark	coirt
German	Gearmánach
unique	uathúil
gur b’	gurb
horrible	uafásach
horror	uafás
grove	doire
níor bh’	níorbh
ar bh’	arbh
nár bh’	nárbh
gur bh’	gurbh
gura b’	gurab
may	nára
nára b’	nárab
deir tú	abrair
déarfaidh tú	abróir
déarfaidh said	abróid
deire mé	abrad
beireann tú	beirir
béarfaidh tú	béarfair
béarfaidh siad	béarfaid
fuil tú	fuilir
red wine	fíon dearg
almost	beagnach
white wine	fíon geal
ago	ó shin
ní fhuilir	nílir
ní fhuilid	nílid
ní fhuiltear	níltear
happy	sonasach
bíonn siad	bíd
beidh siad	beid
raibh mé	rabhad
raibh tú	rabhair
raibh siad	rabhaid
cloiseann tú	cloisir
cloiseann siad	cloisid
cloisfidh tú	cloisfir
cloisfidh siad	cloisfid
cloise mé	cloisead
cluineann tú	cluinir
cluinfidh tú	cluinfir
cluinfidh siad	cluinfid
déanann tú	deinir
déanann siad	deinid
déanfaidh tú	déanfair
déanfaidh siad	déanfaid
déana mé	deinead
go maire tú an lá	go maire tú an lá
happy birthday	lá breithe sona dhuit
ní tú	nír
ní siad	níd
faigheann tú	faighir
faigheann siad	faighid
faighe mé	faighead
feiceann tú	feicir
tíonn muid	feicimid
feiceann siad	feicid
two-stroke	débhuilleach
binocular	déshúileach
disyllabic	déshiollach
amharc déshúileach	amharc déshúileach
le cúnamh Dé	le cúnamh Dé
decasyllabic	deichshiollach
drunk	ólta
Kurdish	Coirdis
feicfidh tú	feicfir
feicfidh siad	feicfid
cusp	cuspa
feiceann tú	chír
feiceann siad	chíd
feicfidh siad	chífid
feicfidh siad	cífid
bath	folcadh
helmet	clogad
íosfaidh tú	íosfair
íosfaidh siad	íosfaid
ithe mé	ithead
arranged	eagair
Diwali	Díbheálaí
forty	daichead
ox calf	damhán
tugann tú	tugair
tugann siad	tugaid
tuga mé	tugad
tugann tú	bheirir
tugann muid	bheirimid
tugann siad	bheirid
tugann tú	tabhrair
Satan	Sátan
tugann muid	tabhraimid
tugann siad	tabhraid
tabharfaidh tú	bhéarfair
tabharfaidh siad	bhéarfaid
tabharfaidh tú	tiubhrair
tabharfaidh siad	tiubhraid
tugann faoi deara	tugann faoi deara
tabharfaidh faoi deara	tabharfaidh faoi deara
tabhairt faoi deara	tabhairt faoi deara
tugtha faoi deara	tugtha faoi deara
causing	faoi deara
cuir faoi deara	cuir faoi deara
cuireann faoi deara	cuireann faoi deara
curtha faoi deara	curtha faoi deara
cur faoi deara	cur faoi deara
cuirfidh faoi deara	cuirfidh faoi deara
tagann siad	tagaid
vulture	bultúr
ceodhanna	ceonna
canann siad	canaid
pierced	pollta
slipper	slipéar
hungry	amplach
bowl	babhla
sculptor	dealbhóir
intuition	iomas
mobile phone	guthán póca
annual	bliadhnamail
brotherly	bráithriúil
biennial	débhliantúil
biennial	débhliantóg
annual	bliantúil
quinquennial	cúigbhliantúil
biannual	leathbhliantúil
perennial	ilbhliantúil
brutal	brúidiúil
brutishness	brúidiúlacht
AND gate	geata AND
NAND gate	geata NAND
NOR gate	geata NOR
NOT gate	geata NOT
XNOR gate	geata XNOR
XOR gate	geata XOR
OR gate	geata OR
wound	créacht
cough	casacht
loose cough	casacht bhog
hacking cough	casacht chrua thirim
stomach cough	casacht ghoile
churchyard cough	casacht thollta
cough	déan casacht
cough drop	losainn chasachta
lozenge	losainn
loosen	casacht a bhogadh
cough	bí ag casacht
soft	bog-
easy come, easy go	an rud a fhaightear go bog caitear go bog é
haw	maothán súile
earlobe	maothán cluaise
earlobe	liopa cluaise
gynaecologist	lia ban
resinous	roisíneach
judicial	brethamhoil
battle	ágh
warlike	ághmhar
monkey	moncaí
circus	sorcas
circus ring	cró sorcais
circus ring	fáinne sorcais
ringmaster	máistir sorcais
cord	ruóg
Derry	Doire
whoever	cibé
south	laisteas
west	laistiar
inside	laistigh
circus	sorcas Rómhánach
circus clown	fear sorcais
circus	lá sorcais
bore	tomhas cró
lingering	leadrán
dilatoriness	leadránacht
dilatory	leadránach
eyebolt	bolta cró
bolt	bolta
shambles	cosair chró
bolt shoe	cró bolta
U-bolt	U-bholta
Conn	Cró Choinn
pond	lochán
matter	cosair
numerical aperture	cró uimhriúil
numerical	uimhriúil
junction	cró na baithise
junction	cró an chinn
pigsty	cró muc
pigsty	cró muice
top	baithis
forehead	clár baithise
beast	beithíoch
byre	cró beithíoch
sheepfold	cró caorach
henhouse	cró cearc
rabbit hutch	cró coinín
kennel	cró madra
bullring	cró tarbhchomhraic
bullfight	tarbhchomhrac
ring	cró troda
bear garden	cró béar
still house	cró stile
boxing ring	cró dornálaíochta
boxing	dornálaíocht
boxer	dornálaí
box	dornáil
bout	babhta dornála
boxing match	cluiche dornála
length	oiread
Olympic Games	Cluichí Oilimpeacha
final	cluiche ceannais
semifinal	cluiche leathcheannais
final	cluiche craoibhe
final	babhta ceannais
semifinal	babhta leathcheannais
Olympic	Oilimpeach
sporting country	tír chluiche
cluiche ceannais na	cluiche ceannais na hÉireann
tonsure	corann
Paddy	Páidín
in such a way	sa chluiche is go
at all	ar chor ar bith
funeral rites	cluiche caointe
jink	cluiche a chur as cúl doirn
evenly	cluiche cothrom
bye	cluiche saor
rounders	cluiche corr
cup tie	cluiche coirn
chatterbox	cabaire
auger-shell	cuach coirn
auction	ceantáil
impedance coil	corn coisceasa
impedance	coisceas
cornucopia	corn na flúirse
cor anglais	corn Sasanach
whelk	faocha choirn
whelk	faocha chapaill
challenge	corn comórtais
abundance	flúirse
whistle	feadaíl
eye of a needle	cró snáthaide
salamander	salamandar
penholder	cró pinn
bore	cró píopa
pocketknife	scian phóca
bore	cró gunna
fine	breá
backsight	cúltreoir
peephole	cró cúltreorach
socket	cró coinnleora
candelabrum	coinnleoir craobhach
candle	coinnleoir
hiding place	cró folaigh
exceeding	sár-
foretell	tairngir
wonderful	iontach
lazy	leisciúil
at any rate	ar aon chaoi
happy	séanach
dinnerplate	pláta mór
side plate	pláta beag
bedroom	seomra codlata
teaspoon	spúnóg bheag
tablespoon	spúnóg mhór
ceiling	síleáil
comfortable	compordach
in aice le	in aice le
of course	ar ndóigh
all the same	mar sin féin
dad	deaide
mammy	maime
stocking	stoca
last year	anuraidh
ruffian	ruifíneach
rich	saibhir
although	cé go
although	cé nach
mar gheall ar go	mar gheall ar go
plaintive	cantalach
day after tomorrow	arú amárach
year	arú anuraidh
night	arú aréir
day before yesterday	arú inné
last	seo caite
bucket	buicéad
art gallery	dánlann
why	cén fáth
fun	spórt
inn	teach ósta
wide	fairsing
this year	i mbliana
as for	maidir le
town	baile mór
cake	cáca
elfin	síofrach
lodging	lóistín
stranger	strainséir
while	tamall
church	teach pobail
taste	tástáil
lodging	ar lóistín
unlikely	ní móide
a little	rud beag
coffee	caife
basket	ciseán
still	ar fad
inch	orlach
rest	scíth
goldfinch	coinnleoir Muire
linnet	coinnleoir óir
sconce	coinnleoir iarainn
ear canal	canáil chloisteála
crowded	plódaithe
try	triail
retry	atriail
cheliped	crágchos
cheli-	crág-
claw	crágáil
hand	crágach
claw	crágán
refuse	brocamas
dirt	salachar
thrush	salachar béil
barber's itch	salachar rásúir
ear lobe	bog na cluaise
ear lobe	bun na cluaise
catheter	cataitéar
implication	impleacht
comparison	comórtas
contractor	conraitheoir
yachter	luamhaire
yacht club	club luamhaireachta
Burmese	Burmais
contract	conraigh
aquamanile	acuamainíl
hobbit	hobad
orphanage	dílleachtlann
spyglass	fadradharcán
telescope	cianradharcán
pseudonym	ainm cleite
choke	tacht
countryman	tuathánach
indigestion	tinneas bhéal an ghoile
gastric	tinneas goile
eye trouble	tinneas súl
headrope	rópa droma
headrope	rópa cinn
example	sampla
for example	mar shampla
e.g.	m.sh.
sickbed	leaba thinnis
sickroom	seomra tinnis
backpack	mála droma
indisposition	meath-thinneas
on the ropes	ar na rópaí
glutton	craosaire
mako shark	siorc mácó
on the ropes	ar an dé deiridh
on the ropes	in ísle brí
struggle	streachailt
hind leg	cos deiridh
mizzenmast	crann deiridh
congratulations	comhghairdeas
woodworker	adhmadóir
beginning	ó thús go deireadh
karst	carst
beam	bíoma
I	I-bhíoma
crossbeam	bíoma trasna
porridge	brachán
permit	ceadaigh
lustfulness	drúisiúlacht
lustful	drúisiúil
apiary	beachlann
guest house	aíochtlann
hospitality	aíocht
father-in-law	athair céile
mother-in-law	máthair chéile
pseudocritical	bréagchriticiúil
zebra crossing	bealach trasna
pseudo-dynamic	bréagdhinimiciúil
pseudobreccia	bréagbhreisia
breccia	breisia
pseudohypertrophic	bréag-hipeartrófach
hypertrophic	hipeartrófach
pseudoplankton	bréagphlanctón
blood is thicker than water	gach díograis go deireadh
fervor	díograis
philosopher’s stone	órchloch
survive	tar slán
boast	maíomh
imagine	samhlaigh
samhlaíonn	samhlaigh le
bear	beithir
spinning wheel	cuidhil
opening	béalóg
tatterara	tatarara
civil disobedience	easumhlaíocht shibhialta
countess	cuntaois
concord	comhchorda
tidal wave	tonn tuile
industrial school	scoil saothair
spin	sníomh
Luxembourgish	Lucsambuirgis
light year	solasbhliain
weakling	miodhlach
vinyl	vinil
cad é scéal agat	cad é scéal agat
news	scéalach
tall tale	scéal áibhéalach
detective story	scéal bleachtaireachta
love story	scéal grá
hearsay	scéal scéil
secret	scéal rúin
detection	bleachtaireacht
storytelling	scéalaíocht
detective	bleachtaire
assenting	aontaitheach
assentor	aontaitheoir
beginning	tosú
lip	liopa
sweeten	milsigh
rot	lobh
rot	lobhadh
deponent	teisteoir
deponent	diúscartach
dorsal aorta	aorta droma
ventral aorta	aorta tairr
aortic	aortach
cross-member	ball trasna
last but not least	an ball is mó ar deireadh
last but not least	an meall is mó ar deireadh
final account	cuntas deiridh
refusal	éaradh
refuse	éar
hyperbole	hipearbóil
hyperconjugation	hipear-chomhchuingiú
conjugation	comhchuingiú
conjugate	comhchuingigh
hearty	croíúil
horsemeat	feoil chapaill
inflation	boilsciú
hyperinflation	hipearbhoilsciú
bulge	boilscigh
labiodental	liopa-dhéadach
boatswain	bósan
smugness	bogás
proud flesh	ainfheoil
great	anba
spasm	rabhán
unite	comhaontaigh
union	comhaontú
dry up	tíor
contradiction	bréagnú
grind	líomh
grind	líomhadh
prophesying	fáistine
lad	leaid
girl	gearrchaile
short	gearr-
end of time	go lá dheireadh an domhain
boom	giarsa droma
joist	giarsa
argumentative	gearr-aighneasóir
short	gearr-adharcach
horniness	adharcacht
horn	adharcáil
dehorner	dí-adharcóir
short-sighted	gearr-radharcach
short-sightedness	gearr-radharc
laconic	gearr-abartha
backchat	gearr-aighneas
cross-grain	gearrshnáithe
bantam	gearrchearc
bantam	gearrchoileach
repartee	abartha
schoolgirl	cailín scoile
assistant	cailín siopa
short time	gearraimsir
curt	gearrbhéalach
short	gearreireaballach
short	gearrghéagach
captious	gearrghreamannach
short	gearrlámhach
boiling	fiuchadh
simmering	gearrfhiuchadh
account	gearrinsint
boil	fiuch
short circuit	gearrchiorcad
circuit	ciorcad
loan	iasacht
short	gearrchabhlach
short	gearrchloigneach
short	gearrchluasach
short-legged	gearrchosach
short-necked	gearrmhuineálach
short-lived	gearrshaolach
ruins	cabhlacha
body	cabhail
cutting	gearrthóireacht
cutter	gearrthóir
choice	tofa
choose	togh
choice	toghadh
impermanent	díomuan
short-lived	duthain
hissing	siosach
scissors	siosúrtha
paradise	parthas
discomfort	anó
scissors	siosúr
nail scissors	siosúr ingne
pinking shears	siosúr scealptha
scissorbill	gob siosúir
splinter	scealp
